id,academy,class,profession,number,adward_name,weight_average,average_score,rank_average,ability_evaluation_score,basic_quality_evaluation_score,overall_evaluation_score,overall_evaluation_ranking,research_innovation_score,research_innovation_ranking,professional_skill_score,professional_skill_ranking,stylistic_specialties_score,stylistic_specialties_ranking,group_work_score,group_work_ranking,social_practice_score,social_practice_ranking,counselor_reason,director_reason
1,哲学院,哲学1601,哲学,1601010105,国家励志奖学金,91.59,91.47,1,5.25,95,66.20,1,10.00,1,5.00,4,0.00,4,10.00,2,0.00,1,暂无数据,暂无数据
2,哲学院,哲学1601,哲学,1601010104,国家励志奖学金,90.26,90.26,4,5.55,95,65.56,2,0.00,3,15.00,1,10.00,1,18.00,1,0.00,1,暂无数据,暂无数据
3,哲学院,哲学1601,哲学,1601010102,国家励志奖学金,91.20,91.06,2,1.55,96,65.02,3,0.00,3,10.00,2,0.00,4,0.50,5,0.00,1,暂无数据,暂无数据
4,哲学院,哲学1601,哲学,1601010112,优秀学生奖学金（一等奖）,90.84,90.53,3,1.50,95,64.66,4,0.00,3,10.00,2,0.00,4,0.00,6,0.00,1,暂无数据,暂无数据
5,哲学院,哲学1601,哲学,1601010113,优秀学生奖学金（二等奖）,88.10,88.00,7,0.75,94,62.78,6,0.00,3,5.00,4,0.00,4,0.00,6,0.00,1,暂无数据,暂无数据
6,哲学院,哲学1601,哲学,1601010101,科研创新奖学金,87.54,87.67,9,1.75,94,62.77,7,5.00,2,0.00,7,0.00,4,0.00,6,0.00,1,暂无数据,暂无数据
7,哲学院,国政1601,国际政治,1601020114,优秀学生奖学金（一等奖）,91.46,91.38,2,7.75,99,67.48,1,0.00,3,25.00,1,10.00,2,0.00,7,10.00,2,暂无数据,暂无数据
8,哲学院,国政1601,国际政治,1601020132,优秀学生奖学金（一等奖）,93.00,93.19,1,4.65,99,67.40,2,10.00,1,5.00,8,0.00,6,4.00,6,0.00,6,暂无数据,暂无数据
9,哲学院,国政1601,国际政治,1601020106,优秀学生奖学金（二等奖）,89.23,89.40,8,7.55,98,66.04,3,0.00,3,5.00,8,0.00,6,8.00,5,24.00,1,暂无数据,暂无数据
10,哲学院,国政1601,国际政治,1601020105,优秀学生奖学金（二等奖）,91.18,91.13,3,3.00,99,65.90,4,0.00,3,20.00,2,0.00,6,0.00,7,0.00,6,暂无数据,暂无数据
11,哲学院,国政1601,国际政治,1601020112,优秀学生奖学金（二等奖）,89.61,90.12,6,4.30,97,65.13,5,3.00,2,5.00,8,0.00,6,0.00,7,10.00,2,暂无数据,暂无数据
12,哲学院,国政1601,国际政治,1601020109,优秀学生奖学金（三等奖）,89.80,90.28,4,2.50,99,64.99,6,0.00,3,5.00,8,5.00,3,10.00,3,0.00,6,暂无数据,暂无数据
13,哲学院,国政1601,国际政治,1601020127,优秀学生奖学金（三等奖）,89.76,89.78,5,1.25,99,64.59,7,0.00,3,0.00,14,0.00,6,0.00,7,5.00,4,暂无数据,暂无数据
14,哲学院,国政1601,国际政治,1601020102,优秀学生奖学金（三等奖）,88.77,88.89,11,1.50,99,64.12,9,0.00,3,10.00,5,0.00,6,0.00,7,0.00,6,暂无数据,暂无数据
15,哲学院,国政1601,国际政治,1601020119,国家励志奖学金,89.00,89.18,10,2.00,97,64.10,10,0.00,3,5.00,8,0.00,6,0.00,7,5.00,4,暂无数据,暂无数据
16,哲学院,国政1601,国际政治,1601020108,优秀学生奖学金（三等奖）,89.43,89.41,7,1.00,97,64.04,11,0.00,3,0.00,14,0.00,6,10.00,3,0.00,6,暂无数据,暂无数据
17,哲学院,国政1601,国际政治,1601020118,紫光励学金,89.14,89.25,9,0.00,99,63.88,12,0.00,3,0.00,14,0.00,6,0.00,7,0.00,6,暂无数据,暂无数据
18,哲学院,国政1601,国际政治,1601020123,社会工作奖学金,86.28,86.94,21,3.35,99,63.31,13,0.00,3,10.00,5,3.00,4,14.00,2,0.00,6,暂无数据,暂无数据
19,哲学院,国政1601,国际政治,1601020123,文体佳绩奖学金,86.28,86.94,21,3.35,99,63.31,13,0.00,3,10.00,5,3.00,4,14.00,2,0.00,6,暂无数据,暂无数据
20,哲学院,社会1601,社会学,1601040123,国家奖学金,94.24,94.31,1,6.28,99,68.57,1,0.00,7,20.00,3,6.00,2,22.50,1,0.50,4,暂无数据,暂无数据
21,哲学院,社会1601,社会学,1601040122,国家励志奖学金,93.08,93.53,2,6.32,96,67.49,2,0.00,7,5.00,10,2.00,4,14.00,2,15.50,1,暂无数据,暂无数据
22,哲学院,社会1601,社会学,1601040102,优秀学生奖学金（一等奖）,91.09,91.06,7,7.00,97,66.75,3,10.00,2,15.00,4,0.00,5,12.50,4,0.00,6,暂无数据,暂无数据
23,哲学院,社会1601,社会学,1601040115,优秀学生奖学金（二等奖）,92.05,92.00,3,7.00,93,66.68,4,11.00,1,21.00,2,0.00,5,0.00,7,0.00,6,暂无数据,暂无数据
24,哲学院,社会1601,社会学,1601040105,优秀学生奖学金（二等奖）,91.09,91.00,7,5.68,98,66.50,5,5.00,5,15.00,4,5.00,3,8.00,5,0.50,4,暂无数据,暂无数据
25,哲学院,社会1601,社会学,1601040112,优秀学生奖学金（二等奖）,91.19,91.27,6,5.38,97,66.32,7,10.00,2,10.00,8,0.00,5,0.00,7,1.50,3,暂无数据,暂无数据
26,哲学院,社会1601,社会学,1601040101,优秀学生奖学金（三等奖）,91.39,91.00,5,2.75,93,65.04,9,0.00,7,10.00,8,0.00,5,0.00,7,5.00,2,暂无数据,暂无数据
27,哲学院,哲学1701,哲学,201721140190,优秀学生奖学金（一等奖）,94.63,94.33,1,5.50,100,68.70,1,12.00,1,6.00,4,0.00,4,4.00,12,0.00,1,暂无数据,暂无数据
28,哲学院,哲学1701,哲学,201721140011,优秀学生奖学金（二等奖）,94.49,93.79,2,4.30,100,68.26,2,3.00,2,6.00,4,0.00,4,23.50,2,0.00,1,暂无数据,暂无数据
29,哲学院,哲学1701,哲学,201721140041,优秀学生奖学金（二等奖）,91.51,91.29,3,1.15,100,65.68,3,0.00,3,0.00,15,1.00,3,10.00,6,0.00,1,暂无数据,暂无数据
30,哲学院,哲学1701,哲学,201721140035,优秀学生奖学金（二等奖）,91.14,91.00,4,0.90,100,65.40,4,0.00,3,6.00,4,0.00,4,0.00,13,0.00,1,暂无数据,暂无数据
31,哲学院,哲学1701,哲学,201721140163,优秀学生奖学金（三等奖）,89.46,89.05,6,3.00,100,65.10,5,0.00,3,20.00,1,0.00,4,0.00,13,0.00,1,暂无数据,暂无数据
32,哲学院,哲学1701,哲学,201721140046,优秀学生奖学金（三等奖）,88.59,89.13,7,3.40,100,64.74,6,0.00,3,10.00,3,0.00,4,19.00,5,0.00,1,暂无数据,暂无数据
33,哲学院,哲学1701,哲学,201721140182,国家励志奖学金,87.97,87.26,8,2.40,100,64.10,7,0.00,3,3.00,13,0.00,4,19.50,4,0.00,1,暂无数据,暂无数据
34,哲学院,哲学1701,哲学,201721140034,优秀学生奖学金（三等奖）,87.87,88.42,9,1.25,100,63.70,8,0.00,3,5.00,11,0.00,4,5.00,9,0.00,1,暂无数据,暂无数据
35,哲学院,哲学1701,哲学,201721140027,优秀学生奖学金（三等奖）,87.39,87.46,11,1.25,99,63.29,11,0.00,3,3.00,13,0.00,4,8.00,7,0.00,1,暂无数据,暂无数据
36,哲学院,首国政1701,国际政治,201721140162,优秀学生奖学金（一等奖）,88.66,89.52,9,9.08,100,66.49,1,5.50,1,3.00,22,6.00,5,33.00,1,10.00,1,暂无数据,暂无数据
37,哲学院,首国政1701,国际政治,201721140159,优秀学生奖学金（一等奖）,90.91,90.40,3,4.62,100,66.39,2,0.00,5,18.00,3,1.50,10,7.00,13,4.00,2,暂无数据,暂无数据
38,哲学院,首国政1701,国际政治,201721140001,优秀学生奖学金（二等奖）,89.46,89.63,6,6.65,100,66.20,3,5.50,1,20.50,2,8.00,4,4.50,16,0.00,7,暂无数据,暂无数据
39,哲学院,首国政1701,国际政治,201721040154,优秀学生奖学金（二等奖）,92.09,92.16,2,2.25,98,66.02,4,0.00,5,11.00,11,0.00,14,6.00,15,0.00,7,暂无数据,暂无数据
40,哲学院,首国政1701,国际政治,201721140003,优秀学生奖学金（二等奖）,89.66,89.28,5,5.98,98,65.81,5,0.00,5,8.00,13,22.50,1,14.00,4,0.00,7,暂无数据,暂无数据
41,哲学院,首国政1701,国际政治,201721140029,优秀学生奖学金（三等奖）,90.54,90.46,4,2.38,100,65.51,6,0.00,5,8.00,13,1.50,10,9.50,8,0.00,7,暂无数据,暂无数据
42,哲学院,首国政1701,国际政治,201721140165,优秀学生奖学金（三等奖）,89.22,89.44,7,2.65,100,64.87,7,0.00,5,8.00,13,0.00,14,4.50,16,4.00,2,暂无数据,暂无数据
43,哲学院,首国政1701,国际政治,201721140166,社会实践奖学金,87.73,87.80,17,5.25,100,64.83,8,0.00,5,23.00,1,0.00,14,8.00,11,4.00,2,暂无数据,暂无数据
44,哲学院,首国政1701,国际政治,201721140166,社会工作奖学金,87.73,87.80,17,5.25,100,64.83,8,0.00,5,23.00,1,0.00,14,8.00,11,4.00,2,暂无数据,暂无数据
45,哲学院,首国政1701,国际政治,201721140006,优秀学生奖学金（三等奖）,89.08,89.80,8,2.40,100,64.71,9,0.00,5,13.00,5,0.00,14,4.50,16,0.00,7,暂无数据,暂无数据
46,哲学院,首国政1701,国际政治,201721140221,优秀学生奖学金（三等奖）,88.27,88.85,12,3.85,100,64.70,10,0.00,5,13.00,5,5.00,6,11.50,6,0.00,7,暂无数据,暂无数据
47,哲学院,首国政1701,国际政治,201721140028,优秀学生奖学金（三等奖）,88.50,89.20,11,2.55,99,64.29,11,0.00,5,8.00,13,2.00,9,10.50,7,0.00,7,暂无数据,暂无数据
48,哲学院,首国政1701,国际政治,201721140012,优秀学生奖学金（三等奖）,88.66,88.75,9,2.18,99,64.27,12,0.00,5,10.50,12,4.00,7,0.00,22,0.00,7,暂无数据,暂无数据
49,哲学院,首国政1701,国际政治,201721140010,社会工作奖学金,87.97,88.38,15,2.80,100,64.22,13,0.00,5,13.00,5,0.00,14,8.50,9,0.00,7,暂无数据,暂无数据
50,哲学院,首国政1701,国际政治,201721140232,优秀学生奖学金（三等奖）,88.16,88.72,13,2.25,99,64.01,14,3.00,3,8.00,13,0.00,14,0.00,22,0.00,7,暂无数据,暂无数据
51,哲学院,首国政1701,国际政治,201721140015,优秀学生奖学金（三等奖）,88.03,88.16,14,1.95,98,63.70,18,0.00,5,13.00,5,0.00,14,0.00,22,0.00,7,暂无数据,暂无数据
52,哲学院,社会1701,社会学,201721140170,国家奖学金,93.49,93.56,1,10.85,100,69.67,1,10.00,2,8.00,10,9.50,3,11.00,4,14.50,1,暂无数据,暂无数据
53,哲学院,社会1701,社会学,201721140202,优秀学生奖学金（一等奖）,91.47,91.44,4,8.00,97,67.26,2,10.00,2,20.00,2,10.00,2,0.00,20,0.00,11,暂无数据,暂无数据
54,哲学院,社会1701,社会学,201721140032,优秀学生奖学金（一等奖）,91.69,91.41,3,5.60,98,66.81,3,0.00,11,18.00,4,0.00,11,4.00,12,10.00,2,暂无数据,暂无数据
55,哲学院,社会1701,社会学,201721140205,优秀学生奖学金（二等奖）,90.39,90.33,11,7.15,97,66.41,4,15.00,1,10.00,7,0.00,11,4.00,12,0.00,11,暂无数据,暂无数据
56,哲学院,社会1701,社会学,201721140171,优秀学生奖学金（二等奖）,91.92,91.96,2,2.05,100,66.17,5,0.00,11,3.00,17,4.00,7,10.00,5,0.00,11,暂无数据,暂无数据
57,哲学院,社会1701,社会学,201721140042,优秀学生奖学金（二等奖）,90.54,90.89,7,4.08,100,66.02,6,3.00,6,8.00,10,5.50,5,0.00,20,4.00,5,暂无数据,暂无数据
58,哲学院,社会1701,社会学,201721140209,优秀学生奖学金（二等奖）,91.02,90.78,5,2.30,100,65.75,7,0.00,11,0.00,23,0.00,11,13.00,1,4.00,5,暂无数据,暂无数据
59,哲学院,社会1701,社会学,201721140173,国家励志奖学金,90.42,90.22,10,2.47,100,65.47,8,0.00,11,8.00,10,1.00,9,10.00,5,0.50,9,暂无数据,暂无数据
60,哲学院,社会1701,社会学,201721140224,优秀学生奖学金（三等奖）,90.53,90.63,8,2.18,100,65.45,9,0.50,10,13.00,6,0.00,11,0.50,19,0.00,11,暂无数据,暂无数据
61,哲学院,社会1701,社会学,201721140039,优秀学生奖学金（三等奖）,89.91,89.22,12,2.75,100,65.28,10,3.00,6,10.00,7,0.00,11,2.00,17,0.00,11,暂无数据,暂无数据
62,哲学院,社会1701,社会学,201721140194,优秀学生奖学金（三等奖）,90.43,90.00,9,2.12,99,65.22,12,3.00,6,3.00,17,0.00,11,0.00,20,2.50,7,暂无数据,暂无数据
63,哲学院,社会1701,社会学,201721140230,优秀学生奖学金（三等奖）,89.20,89.56,14,2.10,100,64.69,13,0.00,11,3.00,17,3.00,8,12.00,2,0.00,11,暂无数据,暂无数据
64,哲学院,社会1701,社会学,201721140229,社会工作奖学金,88.98,89.44,17,1.65,100,64.43,14,0.00,11,3.00,17,0.00,11,12.00,2,0.00,11,暂无数据,暂无数据
65,哲学院,社会1701,社会学,201721140175,优秀学生奖学金（三等奖）,89.90,89.89,13,0.58,94,63.72,18,0.00,11,3.00,17,0.00,11,0.00,20,0.50,9,暂无数据,暂无数据
66,哲学院,社会1701,社会学,201721140233,社会工作奖学金,84.96,85.48,30,1.00,100,62.03,23,0.00,11,0.00,23,0.00,11,10.00,5,0.00,11,暂无数据,暂无数据
67,哲学院,社会1701,社会学,201721140195,社会工作奖学金,82.02,82.30,33,7.08,91,60.89,24,0.00,11,5.00,15,40.50,1,2.50,16,0.00,11,暂无数据,暂无数据
68,哲学院,社会1701,社会学,201721140195,文体佳绩奖学金,82.02,82.30,33,7.08,91,60.89,24,0.00,11,5.00,15,40.50,1,2.50,16,0.00,11,暂无数据,暂无数据
69,哲学院,哲学1801,哲学,201821140021,优秀学生奖学金（一等奖）,91.36,91.50,1,3.85,94,65.50,1,0.00,1,16.00,1,0.00,11,2.00,6,5.00,1,暂无数据,暂无数据
70,哲学院,哲学1801,哲学,201821140007,优秀学生奖学金（一等奖）,89.72,89.81,6,3.03,95,64.51,2,0.00,1,5.00,3,10.50,1,7.00,3,0.00,2,暂无数据,暂无数据
71,哲学院,哲学1801,哲学,201821140102,优秀学生奖学金（二等奖）,90.45,90.45,3,1.32,95,64.39,3,0.00,1,5.00,3,2.50,6,2.00,6,0.00,2,暂无数据,暂无数据
72,哲学院,哲学1801,哲学,201821140024,优秀学生奖学金（二等奖）,90.33,89.86,4,0.42,97,64.36,4,0.00,1,0.00,7,2.50,6,0.50,8,0.00,2,暂无数据,暂无数据
73,哲学院,哲学1801,哲学,201821140027,国家励志奖学金,90.79,90.19,2,0.60,95,64.36,4,0.00,1,0.00,7,0.00,11,6.00,4,0.00,2,暂无数据,暂无数据
74,哲学院,哲学1801,哲学,201821140055,优秀学生奖学金（二等奖）,89.82,89.43,5,1.95,94,64.09,6,0.00,1,6.00,2,7.00,2,0.00,11,0.00,2,暂无数据,暂无数据
75,哲学院,哲学1801,哲学,201821140061,国家励志奖学金,89.47,89.59,9,1.00,97,64.06,7,0.00,1,0.00,7,0.00,11,10.00,2,0.00,2,暂无数据,暂无数据
76,哲学院,哲学1801,哲学,201821140079,优秀学生奖学金（二等奖）,89.01,88.86,11,2.55,95,63.97,8,0.00,1,5.00,3,0.00,11,18.00,1,0.00,2,暂无数据,暂无数据
77,哲学院,哲学1801,哲学,201821140103,优秀学生奖学金（三等奖）,89.68,89.67,7,0.00,94,63.42,9,0.00,1,0.00,7,0.00,11,0.00,11,0.00,2,暂无数据,暂无数据
78,哲学院,哲学1801,哲学,201821140088,优秀学生奖学金（三等奖）,89.48,89.38,8,0.00,94,63.31,11,0.00,1,0.00,7,0.00,11,0.00,11,0.00,2,暂无数据,暂无数据
79,哲学院,哲学1801,哲学,201821140040,优秀学生奖学金（三等奖）,89.34,89.35,10,0.00,94,63.24,12,0.00,1,0.00,7,0.00,11,0.00,11,0.00,2,暂无数据,暂无数据
80,哲学院,哲学1801,哲学,201821140104,优秀学生奖学金（三等奖）,88.37,88.50,14,0.38,95,62.97,14,0.00,1,0.00,7,2.50,6,0.00,11,0.00,2,暂无数据,暂无数据
81,哲学院,哲学1801,哲学,201821140051,文体佳绩奖学金,85.58,85.57,28,1.05,94,61.48,22,0.00,1,0.00,7,7.00,2,0.00,11,0.00,2,暂无数据,暂无数据
82,哲学院,国政1801,国际政治,201821140038,国家奖学金,90.76,90.70,1,4.50,98,65.97,1,0.00,2,0.00,5,30.00,1,0.00,12,0.00,2,暂无数据,暂无数据
83,哲学院,国政1801,国际政治,201821140084,优秀学生奖学金（一等奖）,90.23,90.18,4,6.62,95,65.86,2,0.00,2,10.00,1,2.50,9,10.00,1,15.00,1,暂无数据,暂无数据
84,哲学院,国政1801,国际政治,201821140017,优秀学生奖学金（一等奖）,88.78,88.32,10,4.62,98,64.92,3,0.00,2,0.00,5,25.50,2,8.00,5,0.00,2,暂无数据,暂无数据
85,哲学院,国政1801,国际政治,201821140032,优秀学生奖学金（二等奖）,90.65,90.78,2,2.18,96,64.91,4,0.00,2,2.50,2,11.00,3,1.50,11,0.00,2,暂无数据,暂无数据
86,哲学院,国政1801,国际政治,201821140029,优秀学生奖学金（二等奖）,90.23,90.00,4,2.50,96,64.78,5,0.00,2,0.00,5,10.00,5,10.00,1,0.00,2,暂无数据,暂无数据
87,哲学院,国政1801,国际政治,201821140089,优秀学生奖学金（二等奖）,90.58,90.30,3,0.00,97,64.37,6,0.00,2,0.00,5,0.00,13,0.00,12,0.00,2,暂无数据,暂无数据
88,哲学院,国政1801,国际政治,201821140036,优秀学生奖学金（三等奖）,89.73,89.65,6,1.62,96,64.24,7,0.00,2,0.50,3,9.00,6,2.00,10,0.00,2,暂无数据,暂无数据
89,哲学院,国政1801,国际政治,201821140037,优秀学生奖学金（三等奖）,89.35,89.26,7,0.00,97,63.69,9,0.00,2,0.00,5,0.00,13,0.00,12,0.00,2,暂无数据,暂无数据
90,哲学院,国政1801,国际政治,201821140073,优秀学生奖学金（三等奖）,89.12,89.19,8,0.38,96,63.53,10,0.00,2,0.00,5,2.50,9,0.00,12,0.00,2,暂无数据,暂无数据
91,哲学院,国政1801,国际政治,201821140063,社会工作奖学金,88.40,88.61,14,1.00,97,63.47,11,0.00,2,0.00,5,0.00,13,10.00,1,0.00,2,暂无数据,暂无数据
92,哲学院,国政1801,国际政治,201821140015,优秀学生奖学金（三等奖）,88.66,88.48,12,0.90,96,63.43,12,0.00,2,0.00,5,0.00,13,9.00,4,0.00,2,暂无数据,暂无数据
93,哲学院,国政1801,国际政治,201821140081,优秀学生奖学金（三等奖）,89.03,88.96,9,0.00,96,63.37,13,0.00,2,0.00,5,0.00,13,0.00,12,0.00,2,暂无数据,暂无数据
94,哲学院,国政1801,国际政治,201821140030,优秀学生奖学金（三等奖）,88.54,88.18,13,0.00,96,63.10,14,0.00,2,0.00,5,0.00,13,0.00,12,0.00,2,暂无数据,暂无数据
95,哲学院,国政1801,国际政治,201821140064,社会工作奖学金,87.25,87.91,16,0.70,95,62.45,17,0.00,2,0.00,5,0.00,13,7.00,7,0.00,2,暂无数据,暂无数据
96,哲学院,社会1801,社会学,201821140080,优秀学生奖学金（一等奖）,88.87,88.76,4,3.50,100,64.93,1,10.00,1,0.00,5,0.00,8,0.00,17,0.00,2,暂无数据,暂无数据
97,哲学院,社会1801,社会学,201821140019,国家励志奖学金,90.08,90.68,1,0.92,99,64.67,2,0.00,5,2.50,4,3.00,3,1.00,13,0.00,2,暂无数据,暂无数据
98,哲学院,社会1801,社会学,201821140005,优秀学生奖学金（二等奖）,88.97,89.36,3,1.58,100,64.41,3,0.00,5,0.00,5,2.50,4,12.00,3,0.00,2,暂无数据,暂无数据
99,哲学院,社会1801,社会学,201821140050,优秀学生奖学金（二等奖）,88.67,88.48,5,1.95,100,64.35,4,0.00,5,0.00,5,4.00,2,13.50,2,0.00,2,暂无数据,暂无数据
100,哲学院,社会1801,社会学,201821140096,优秀学生奖学金（二等奖）,89.52,89.68,2,0.38,100,64.35,4,0.00,5,0.00,5,2.50,4,0.00,17,0.00,2,暂无数据,暂无数据
101,哲学院,社会1801,社会学,201821140118,国家励志奖学金,88.26,88.50,6,1.50,100,63.99,6,0.00,5,0.00,5,0.00,8,15.00,1,0.00,2,暂无数据,暂无数据
102,哲学院,社会1801,社会学,201821140014,优秀学生奖学金（三等奖）,86.53,87.09,12,3.65,100,63.69,7,5.00,2,5.00,1,1.00,7,10.00,4,0.00,2,暂无数据,暂无数据
103,哲学院,社会1801,社会学,201821140116,国家励志奖学金,87.91,88.05,7,0.95,100,63.64,8,0.00,5,5.00,1,0.00,8,2.00,8,0.00,2,暂无数据,暂无数据
104,哲学院,社会1801,社会学,201821140113,优秀学生奖学金（三等奖）,86.98,87.77,9,2.00,100,63.44,9,3.00,3,0.00,5,0.00,8,9.50,6,0.00,2,暂无数据,暂无数据
105,哲学院,社会1801,社会学,201821140111,优秀学生奖学金（三等奖）,87.46,87.67,8,0.20,99,63.01,10,0.00,5,0.00,5,0.00,8,2.00,8,0.00,2,暂无数据,暂无数据
106,哲学院,社会1801,社会学,201821140046,优秀学生奖学金（三等奖）,86.85,88.14,10,0.65,100,62.96,11,0.00,5,3.00,3,0.00,8,2.00,8,0.00,2,暂无数据,暂无数据
107,哲学院,社会1801,社会学,201821140011,优秀学生奖学金（三等奖）,86.82,87.32,11,0.05,100,62.77,12,0.00,5,0.00,5,0.00,8,0.50,14,0.00,2,暂无数据,暂无数据
108,哲学院,社会1801,社会学,201821140069,社会实践奖学金,85.63,86.05,18,2.70,99,62.76,13,0.00,5,0.00,5,0.00,8,2.00,8,10.00,1,暂无数据,暂无数据
109,哲学院,社会1801,社会学,201821140069,社会工作奖学金,85.63,86.05,18,2.70,99,62.76,13,0.00,5,0.00,5,0.00,8,2.00,8,10.00,1,暂无数据,暂无数据
110,哲学院,社会1801,社会学,201821140067,社会工作奖学金,86.39,87.43,13,0.05,100,62.53,15,0.00,5,0.00,5,0.00,8,0.50,14,0.00,2,暂无数据,暂无数据
111,经济学院,经济1601,经济学,1602010145,国家奖学金,92.89,92.87,6,11.25,100,69.46,3,30.00,2,5.00,39,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
112,经济学院,经济1601,经济学,1602010142,优秀学生奖学金（一等奖）,90.10,91.25,27,10.90,100,67.82,6,29.00,3,5.00,39,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
113,经济学院,经济1601,经济学,1606050112,优秀学生奖学金（一等奖）,90.30,91.19,24,10.38,100,67.78,7,24.50,4,10.00,20,2.00,19,0.00,34,0.00,22,暂无数据,暂无数据
114,经济学院,经济1601,经济学,1602040111,优秀学生奖学金（一等奖）,92.76,93.44,8,4.15,100,67.26,10,10.00,11,0.00,80,0.00,25,6.50,19,0.00,22,暂无数据,暂无数据
115,经济学院,经济1601,经济学,201513010142,优秀学生奖学金（二等奖）,92.50,92.80,9,2.25,100,66.55,18,0.00,37,15.00,8,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
116,经济学院,经济1601,经济学,1602010148,国家励志奖学金,89.84,90.67,31,5.00,100,65.91,20,10.00,11,10.00,20,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
117,经济学院,经济1601,经济学,1602010120,国家励志奖学金,91.59,92.00,16,1.15,100,65.72,24,0.00,37,5.00,39,0.00,25,4.00,24,0.00,22,暂无数据,暂无数据
118,经济学院,经济1601,经济学,1602010110,优秀学生奖学金（二等奖）,88.15,89.35,48,4.70,100,64.89,34,0.00,37,5.00,39,4.00,10,21.00,2,5.00,13,暂无数据,暂无数据
119,经济学院,经济1601,经济学,1604070208,优秀学生奖学金（二等奖）,90.24,90.82,26,0.00,100,64.63,40,0.00,37,0.00,80,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
120,经济学院,经济1601,经济学,1602010137,优秀学生奖学金（二等奖）,90.08,90.19,28,0.00,100,64.54,41,0.00,37,0.00,80,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
121,经济学院,经济1601,经济学,1602010146,优秀学生奖学金（二等奖）,87.90,88.64,52,3.75,100,64.47,42,3.00,27,8.00,32,10.00,3,0.00,34,0.00,22,暂无数据,暂无数据
122,经济学院,经济1601,经济学,1602010126,优秀学生奖学金（三等奖）,88.42,88.54,46,0.75,100,63.86,54,0.00,37,5.00,39,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
123,经济学院,经济1601,经济学,1602010105,优秀学生奖学金（三等奖）,86.38,87.50,81,1.57,100,62.98,73,3.00,27,0.00,80,3.50,12,0.00,34,0.00,22,暂无数据,暂无数据
124,经济学院,经济1601,经济学,1602010115,科研创新奖学金,84.81,84.62,111,3.78,100,62.78,77,5.00,21,10.00,20,3.50,12,0.00,34,0.00,22,暂无数据,暂无数据
125,经济学院,经济1601,经济学,1602010134,社会实践奖学金,82.00,83.36,146,4.25,100,61.38,98,0.50,36,5.00,39,5.50,6,0.00,34,10.00,6,暂无数据,暂无数据
126,经济学院,经济1601,经济学,1602010134,科研创新奖学金,82.00,83.36,146,4.25,100,61.38,98,0.50,36,5.00,39,5.50,6,0.00,34,10.00,6,暂无数据,暂无数据
127,经济学院,经济1601,经济学,1602010134,文体佳绩奖学金,82.00,83.36,146,4.25,100,61.38,98,0.50,36,5.00,39,5.50,6,0.00,34,10.00,6,暂无数据,暂无数据
128,经济学院,经济1601,经济学,1602010140,文体佳绩奖学金,82.79,84.44,137,2.78,100,61.37,99,0.00,37,5.00,39,13.50,2,0.00,34,0.00,22,暂无数据,暂无数据
129,经济学院,经济1602,经济学,1602010245,优秀学生奖学金（一等奖）,94.11,94.33,3,4.30,100,68.05,5,10.00,11,0.00,80,0.00,25,8.00,13,0.00,22,暂无数据,暂无数据
130,经济学院,经济1602,经济学,1602010211,优秀学生奖学金（二等奖）,88.08,89.07,49,7.25,100,65.62,25,14.00,5,13.00,12,0.00,25,4.00,24,0.00,22,暂无数据,暂无数据
131,经济学院,经济1602,经济学,1602010213,优秀学生奖学金（二等奖）,89.57,89.22,35,4.20,100,65.52,26,12.00,9,0.00,80,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
132,经济学院,经济1602,经济学,1602010242,优秀学生奖学金（二等奖）,91.43,92.13,19,0.35,100,65.39,29,1.00,34,0.00,80,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
133,经济学院,经济1602,经济学,1602010230,优秀学生奖学金（二等奖）,90.30,91.00,24,2.25,100,65.34,30,0.00,37,15.00,8,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
134,经济学院,经济1602,经济学,1602010237,优秀学生奖学金（二等奖）,90.03,89.87,29,1.05,100,64.83,36,3.00,27,0.00,80,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
135,经济学院,经济1602,经济学,1602010209,国家励志奖学金,89.00,90.13,43,2.50,100,64.70,37,0.00,37,0.00,80,0.00,25,0.00,34,10.00,6,暂无数据,暂无数据
136,经济学院,经济1602,经济学,1602010231,优秀学生奖学金（二等奖）,89.95,90.41,30,0.75,100,64.70,37,0.00,37,5.00,39,0.00,25,0.00,34,0.00,22,暂无数据,暂无数据
137,经济学院,经济1602,经济学,1602010215,优秀学生奖学金（二等奖）,89.31,89.00,39,0.40,100,64.24,48,0.00,37,0.00,80,0.00,25,4.00,24,0.00,22,暂无数据,暂无数据
138,经济学院,经济1602,经济学,1602010221,社会实践奖学金,83.45,85.33,127,10.05,100,63.91,52,0.00,37,5.00,39,0.00,25,18.00,4,30.00,1,暂无数据,暂无数据
