id,academy,class,profession,number,adward_name,weight_average,average_score,rank_average,ability_evaluation_score,basic_quality_evaluation_score,overall_evaluation_score,overall_evaluation_ranking,research_innovation_score,research_innovation_ranking,professional_skill_score,professional_skill_ranking,stylistic_specialties_score,stylistic_specialties_ranking,group_work_score,group_work_ranking,social_practice_score,social_practice_ranking,counselor_reason,director_reason
855,财政税务学院,财政1803,财政学类,201829070235,优秀学生奖学金（三等奖）,86.86,87.70,86,2.22,100,63.44,68,0.00,15,5.00,11,6.50,24,5.00,59,0.00,33,暂无数据,暂无数据
856,财政税务学院,财政1803,财政学类,201821070146,科研创新奖学金,85.68,86.52,112,4.25,100,63.40,71,11.00,1,0.00,60,0.00,116,4.00,103,0.00,33,暂无数据,暂无数据
857,财政税务学院,财政1803,财政学类,201821070162,优秀学生奖学金（三等奖）,87.16,87.10,75,0.82,100,63.18,80,0.00,15,5.00,11,0.50,90,0.00,124,0.00,33,暂无数据,暂无数据
858,财政税务学院,财政1803,财政学类,201821070124,社会实践奖学金,85.19,87.05,121,3.82,100,63.00,87,8.00,4,0.00,60,0.00,116,9.00,34,0.50,17,暂无数据,暂无数据
859,财政税务学院,财政1803,财政学类,201821070124,科研创新奖学金,85.19,87.05,121,3.82,100,63.00,87,8.00,4,0.00,60,0.00,116,9.00,34,0.50,17,暂无数据,暂无数据
860,财政税务学院,财政1803,财政学类,201821070114,社会工作奖学金,85.11,86.71,124,2.35,100,62.52,100,0.00,15,0.00,60,3.00,49,19.00,6,0.00,33,暂无数据,暂无数据
861,财政税务学院,财政1803,财政学类,201821070114,文体佳绩奖学金,85.11,86.71,124,2.35,100,62.52,100,0.00,15,0.00,60,3.00,49,19.00,6,0.00,33,暂无数据,暂无数据
862,财政税务学院,财政1803,财政学类,201821070139,社会工作奖学金,83.67,85.68,152,2.72,100,61.83,122,0.00,15,0.50,59,5.00,33,19.00,6,0.00,33,暂无数据,暂无数据
863,财政税务学院,财政1803,财政学类,201821070139,文体佳绩奖学金,83.67,85.68,152,2.72,100,61.83,122,0.00,15,0.50,59,5.00,33,19.00,6,0.00,33,暂无数据,暂无数据
864,财政税务学院,财政1804,财政学类,201821070071,优秀学生奖学金（一等奖）,92.64,93.09,5,4.48,98,67.00,4,0.00,15,10.00,4,13.00,7,9.00,34,0.50,17,暂无数据,暂无数据
865,财政税务学院,财政1804,财政学类,201821070079,优秀学生奖学金（一等奖）,93.69,93.05,2,1.48,98,66.67,5,0.00,15,5.00,11,1.50,74,5.00,59,0.00,33,暂无数据,暂无数据
866,财政税务学院,财政1804,财政学类,201821070060,优秀学生奖学金（一等奖）,92.00,92.14,7,2.02,98,65.91,10,0.50,11,5.00,11,0.50,90,9.00,34,0.50,17,暂无数据,暂无数据
867,财政税务学院,财政1804,财政学类,201821060083,优秀学生奖学金（一等奖）,91.81,91.50,9,2.10,98,65.83,12,0.00,15,5.00,11,8.00,17,1.50,118,0.00,33,暂无数据,暂无数据
868,财政税务学院,财政1804,财政学类,201821070149,优秀学生奖学金（二等奖）,90.39,90.23,16,2.00,98,65.01,24,0.00,15,5.00,11,2.50,56,5.00,59,1.50,12,暂无数据,暂无数据
869,财政税务学院,财政1804,财政学类,201821070170,国家励志奖学金,89.08,90.45,36,3.15,98,64.64,33,3.00,6,0.00,60,9.50,15,5.50,56,0.50,17,暂无数据,暂无数据
870,财政税务学院,财政1804,财政学类,201821070089,国家励志奖学金,87.86,88.77,59,5.10,98,64.55,35,0.00,15,0.00,60,1.00,82,12.00,20,15.00,3,暂无数据,暂无数据
871,财政税务学院,财政1804,财政学类,201821070113,国家励志奖学金,87.77,88.81,62,4.78,98,64.41,40,0.00,15,5.00,11,16.50,4,15.50,11,0.00,33,暂无数据,暂无数据
872,财政税务学院,财政1804,财政学类,201821070001,国家励志奖学金,88.69,89.64,42,1.90,98,64.05,54,0.00,15,0.00,60,8.00,17,7.00,53,0.00,33,暂无数据,暂无数据
873,财政税务学院,财政1804,财政学类,201821070182,优秀学生奖学金（三等奖）,88.47,88.64,46,1.08,98,63.68,60,0.00,15,3.00,44,1.50,74,4.00,103,0.00,33,暂无数据,暂无数据
874,财政税务学院,财政1804,财政学类,201821070136,优秀学生奖学金（三等奖）,86.90,87.73,83,3.25,99,63.62,63,5.00,5,0.00,60,10.00,14,0.00,124,0.00,33,暂无数据,暂无数据
875,财政税务学院,财政1804,财政学类,201821100177,优秀学生奖学金（三等奖）,87.80,88.54,61,1.92,98,63.57,64,0.00,15,10.00,4,1.50,74,2.00,114,0.00,33,暂无数据,暂无数据
876,财政税务学院,财政1804,财政学类,201821070016,优秀学生奖学金（三等奖）,88.02,88.68,53,1.50,98,63.56,66,0.00,15,0.00,60,4.00,38,6.50,54,1.00,13,暂无数据,暂无数据
877,财政税务学院,财政1804,财政学类,201821070125,优秀学生奖学金（三等奖）,87.43,88.15,67,1.10,98,63.12,83,0.00,15,0.00,60,4.00,38,5.00,59,0.00,33,暂无数据,暂无数据
878,财政税务学院,财政1804,财政学类,201821070035,优秀学生奖学金（三等奖）,87.53,88.48,66,0.85,98,63.10,85,0.00,15,3.00,44,0.00,116,4.00,103,0.00,33,暂无数据,暂无数据
879,财政税务学院,财政1804,财政学类,201821070028,优秀学生奖学金（三等奖）,87.64,88.05,63,0.45,98,63.04,86,0.00,15,0.00,60,3.00,49,0.00,124,0.00,33,暂无数据,暂无数据
880,财政税务学院,财政1804,财政学类,201821070104,优秀学生奖学金（三等奖）,87.36,88.05,69,0.82,98,62.99,88,0.00,15,5.00,11,0.50,90,0.00,124,0.00,33,暂无数据,暂无数据
881,财政税务学院,财政1804,财政学类,201821130025,优秀学生奖学金（三等奖）,86.89,86.67,85,0.45,98,62.62,98,0.00,15,0.00,60,3.00,49,0.00,124,0.00,33,暂无数据,暂无数据
882,财政税务学院,财政1804,财政学类,201821070083,优秀学生奖学金（三等奖）,86.43,87.55,93,0.72,98,62.45,102,0.00,15,0.00,60,1.50,74,5.00,59,0.00,33,暂无数据,暂无数据
883,财政税务学院,财政1804,财政学类,201821070178,优秀学生奖学金（三等奖）,86.45,87.45,92,0.08,98,62.27,104,0.00,15,0.00,60,0.50,90,0.00,124,0.00,33,暂无数据,暂无数据
884,财政税务学院,财政1804,财政学类,201821070108,社会实践奖学金,82.45,85.05,171,1.15,98,60.39,145,0.00,15,5.00,11,0.50,90,2.00,114,0.50,17,暂无数据,暂无数据
885,财政税务学院,财政1805,财政学类,201821070144,优秀学生奖学金（一等奖）,91.60,91.10,10,2.00,100,65.98,9,0.00,15,5.00,11,3.00,49,8.00,49,0.00,33,暂无数据,暂无数据
886,财政税务学院,财政1805,财政学类,201821070153,优秀学生奖学金（一等奖）,88.08,88.59,50,8.02,100,65.85,11,3.00,6,5.00,11,23.50,1,17.00,9,4.00,9,暂无数据,暂无数据
887,财政税务学院,财政1805,财政学类,201821070015,优秀学生奖学金（二等奖）,90.26,89.86,20,1.52,100,65.10,20,0.50,11,3.00,44,0.00,116,9.00,34,0.00,33,暂无数据,暂无数据
888,财政税务学院,财政1805,财政学类,201821070101,优秀学生奖学金（二等奖）,87.88,89.00,58,5.75,100,65.06,21,0.00,15,17.00,1,11.00,9,5.50,56,4.00,9,暂无数据,暂无数据
889,财政税务学院,财政1805,财政学类,201821070198,优秀学生奖学金（二等奖）,87.41,88.40,68,6.48,100,65.02,23,11.00,1,0.00,60,3.50,45,21.00,3,0.00,33,暂无数据,暂无数据
890,财政税务学院,财政1805,财政学类,201821060129,优秀学生奖学金（二等奖）,89.67,89.64,29,1.55,100,64.78,30,0.00,15,0.00,60,3.50,45,9.00,34,0.50,17,暂无数据,暂无数据
891,财政税务学院,财政1805,财政学类,201821070078,优秀学生奖学金（二等奖）,89.27,89.24,34,2.08,100,64.72,31,0.00,15,5.00,11,5.50,29,5.00,59,0.00,33,暂无数据,暂无数据
892,财政税务学院,财政1805,财政学类,201821070227,优秀学生奖学金（二等奖）,87.94,88.95,56,3.55,100,64.43,39,0.00,15,5.00,11,1.50,74,19.50,5,2.50,11,暂无数据,暂无数据
893,财政税务学院,财政1805,财政学类,201821060484,优秀学生奖学金（二等奖）,89.78,89.45,27,0.05,100,64.39,42,0.00,15,0.00,60,0.00,116,0.50,121,0.00,33,暂无数据,暂无数据
894,财政税务学院,财政1805,财政学类,201821070005,优秀学生奖学金（三等奖）,89.32,90.09,33,0.65,100,64.32,44,0.00,15,3.00,44,1.00,82,0.50,121,0.00,33,暂无数据,暂无数据
895,财政税务学院,财政1805,财政学类,201821070160,优秀学生奖学金（三等奖）,87.13,87.48,77,4.48,100,64.27,45,0.00,15,0.00,60,2.50,56,16.00,10,10.00,5,暂无数据,暂无数据
896,财政税务学院,财政1805,财政学类,201821070211,优秀学生奖学金（三等奖）,89.08,88.45,36,0.82,100,64.24,46,0.00,15,0.00,60,0.50,90,5.00,59,1.00,13,暂无数据,暂无数据
897,财政税务学院,财政1805,财政学类,201821070063,优秀学生奖学金（三等奖）,88.57,88.59,44,1.70,100,64.22,49,0.00,15,5.00,11,3.00,49,5.00,59,0.00,33,暂无数据,暂无数据
898,财政税务学院,财政1805,财政学类,201821070065,社会工作奖学金,85.80,87.67,108,6.58,100,64.16,52,11.00,1,8.00,9,3.50,45,10.00,26,0.00,33,暂无数据,暂无数据
899,财政税务学院,财政1805,财政学类,201821070065,科研创新奖学金,85.80,87.67,108,6.58,100,64.16,52,11.00,1,8.00,9,3.50,45,10.00,26,0.00,33,暂无数据,暂无数据
900,财政税务学院,财政1805,财政学类,201821070065,文体佳绩奖学金,85.80,87.67,108,6.58,100,64.16,52,11.00,1,8.00,9,3.50,45,10.00,26,0.00,33,暂无数据,暂无数据
901,财政税务学院,财政1805,财政学类,201821070126,优秀学生奖学金（三等奖）,87.24,87.95,72,2.60,100,63.76,57,0.00,15,3.00,44,9.00,16,8.00,49,0.00,33,暂无数据,暂无数据
902,财政税务学院,财政1805,财政学类,201821070169,优秀学生奖学金（三等奖）,87.60,88.81,65,0.75,100,63.40,71,0.00,15,0.00,60,1.50,74,4.00,103,0.50,17,暂无数据,暂无数据
903,财政税务学院,财政1805,财政学类,201821070043,优秀学生奖学金（三等奖）,86.83,88.14,87,1.95,100,63.34,75,0.00,15,3.00,44,4.00,38,9.00,34,0.00,33,暂无数据,暂无数据
904,财政税务学院,财政1805,财政学类,201821070175,优秀学生奖学金（三等奖）,87.04,88.55,79,1.02,100,63.18,80,0.00,15,0.00,60,3.50,45,5.00,59,0.00,33,暂无数据,暂无数据
905,财政税务学院,财政1805,财政学类,201821070111,优秀学生奖学金（三等奖）,86.98,88.55,80,0.48,100,62.98,89,0.00,15,0.00,60,0.50,90,4.00,103,0.00,33,暂无数据,暂无数据
906,财政税务学院,财政1805,财政学类,201821070215,社会实践奖学金,84.48,85.71,135,1.90,100,62.03,116,0.00,15,0.00,60,1.00,82,5.00,59,5.00,6,暂无数据,暂无数据
907,财政税务学院,财政1805,财政学类,201821070176,社会工作奖学金,82.34,84.57,172,1.38,100,60.70,143,0.00,15,0.00,60,0.50,90,13.00,16,0.00,33,暂无数据,暂无数据
908,财政税务学院,国财1801,财政学(中英班),201821020038,国家奖学金,94.02,93.75,1,12.52,100,70.47,1,0.00,4,68.00,1,9.50,3,9.00,11,0.00,4,暂无数据,暂无数据
909,财政税务学院,国财1801,财政学(中英班),201821070038,优秀学生奖学金（一等奖）,91.17,91.18,2,0.25,100,65.22,2,0.00,4,0.00,17,0.00,29,2.50,21,0.00,4,暂无数据,暂无数据
910,财政税务学院,国财1801,财政学(中英班),201821070073,优秀学生奖学金（一等奖）,88.55,88.86,9,4.38,100,65.02,3,0.00,4,5.00,7,17.50,1,10.00,8,0.00,4,暂无数据,暂无数据
911,财政税务学院,国财1801,财政学(中英班),201821130169,优秀学生奖学金（一等奖）,90.78,90.55,3,0.20,100,64.99,4,0.00,4,0.00,17,0.50,20,0.00,27,0.50,3,暂无数据,暂无数据
912,财政税务学院,国财1801,财政学(中英班),201821070033,优秀学生奖学金（二等奖）,88.88,90.36,8,2.97,100,64.78,5,0.00,4,0.50,15,6.00,4,20.00,2,0.00,4,暂无数据,暂无数据
913,财政税务学院,国财1801,财政学(中英班),201821130071,优秀学生奖学金（二等奖）,89.69,89.77,4,1.28,100,64.71,6,0.00,4,5.00,7,2.50,11,1.50,22,0.00,4,暂无数据,暂无数据
914,财政税务学院,国财1801,财政学(中英班),201821100044,优秀学生奖学金（二等奖）,87.76,88.62,13,4.55,100,64.63,7,0.00,4,27.00,2,0.00,29,5.00,17,0.00,4,暂无数据,暂无数据
915,财政税务学院,国财1801,财政学(中英班),201821070171,优秀学生奖学金（二等奖）,89.23,89.50,6,1.35,100,64.48,8,0.00,4,0.00,17,3.00,10,9.00,11,0.00,4,暂无数据,暂无数据
916,财政税务学院,国财1801,财政学(中英班),201821110102,优秀学生奖学金（二等奖）,89.29,90.05,5,0.95,100,64.39,9,0.00,4,0.50,15,0.50,20,8.00,14,0.00,4,暂无数据,暂无数据
917,财政税务学院,国财1801,财政学(中英班),201821110195,优秀学生奖学金（二等奖）,89.04,90.26,7,0.60,100,64.15,10,0.00,4,3.00,13,0.00,29,1.50,22,0.00,4,暂无数据,暂无数据
918,财政税务学院,国财1801,财政学(中英班),201821110288,优秀学生奖学金（三等奖）,88.45,89.70,11,1.25,100,64.02,11,2.50,1,0.00,17,2.50,11,0.00,27,0.00,4,暂无数据,暂无数据
919,财政税务学院,国财1801,财政学(中英班),201821140075,优秀学生奖学金（三等奖）,88.53,89.05,10,0.12,100,63.73,12,0.00,4,0.00,17,0.50,20,0.50,25,0.00,4,暂无数据,暂无数据
920,财政税务学院,国财1801,财政学(中英班),201821020170,优秀学生奖学金（三等奖）,87.07,87.24,15,2.30,100,63.58,13,0.50,3,5.00,7,2.50,11,10.00,8,0.00,4,暂无数据,暂无数据
921,财政税务学院,国财1801,财政学(中英班),201821070056,优秀学生奖学金（三等奖）,87.48,88.55,14,1.48,100,63.56,14,1.00,2,0.00,17,0.00,29,5.00,17,2.50,2,暂无数据,暂无数据
922,财政税务学院,国财1801,财政学(中英班),201821110050,优秀学生奖学金（三等奖）,86.92,87.50,17,2.38,100,63.52,15,0.00,4,12.00,5,0.50,20,5.00,17,0.00,4,暂无数据,暂无数据
923,财政税务学院,国财1801,财政学(中英班),201821110239,优秀学生奖学金（三等奖）,87.90,88.71,12,0.52,100,63.50,16,0.00,4,0.00,17,3.50,8,0.00,27,0.00,4,暂无数据,暂无数据
924,财政税务学院,国财1801,财政学(中英班),201821110307,优秀学生奖学金（三等奖）,86.43,87.91,20,2.48,100,63.28,17,0.00,4,13.00,3,3.50,8,0.00,27,0.00,4,暂无数据,暂无数据
925,财政税务学院,国财1801,财政学(中英班),201821060477,优秀学生奖学金（三等奖）,86.73,87.65,18,1.60,100,63.18,18,0.00,4,0.00,17,0.00,29,16.00,4,0.00,4,暂无数据,暂无数据
926,财政税务学院,国财1801,财政学(中英班),201821030355,社会工作奖学金,85.34,87.00,28,3.62,100,63.02,19,0.00,4,13.00,3,0.50,20,16.00,4,0.00,4,暂无数据,暂无数据
927,财政税务学院,国财1801,财政学(中英班),201821030355,文体佳绩奖学金,85.34,87.00,28,3.62,100,63.02,19,0.00,4,13.00,3,0.50,20,16.00,4,0.00,4,暂无数据,暂无数据
928,财政税务学院,国财1801,财政学(中英班),201821070050,优秀学生奖学金（三等奖）,86.27,87.38,21,1.87,100,63.01,20,0.00,4,12.00,5,0.50,20,0.00,27,0.00,4,暂无数据,暂无数据
929,财政税务学院,国财1801,财政学(中英班),201821140085,优秀学生奖学金（三等奖）,87.07,88.14,15,0.22,100,62.95,21,0.00,4,0.00,17,1.50,16,0.00,27,0.00,4,暂无数据,暂无数据
930,财政税务学院,国财1801,财政学(中英班),201821060154,优秀学生奖学金（三等奖）,86.66,87.86,19,0.75,100,62.89,22,0.00,4,5.00,7,0.00,29,0.00,27,0.00,4,暂无数据,暂无数据
931,金融学院,金融1601,金融学,1606010128,宏信奖学金,92.07,92.30,10,12.00,100,69.24,2,7.50,9,60.00,1,2.50,8,0.00,31,0.00,15,暂无数据,暂无数据
932,金融学院,金融1601,金融学,1603010112,国家励志奖学金,91.00,91.27,17,9.95,100,68.04,6,8.50,6,5.00,29,18.00,2,4.00,23,12.50,3,暂无数据,暂无数据
933,金融学院,金融1601,金融学,1603010110,优秀学生奖学金（一等奖）,91.46,91.92,16,7.95,100,67.69,8,14.00,3,15.00,12,0.00,16,8.00,11,0.00,15,暂无数据,暂无数据
934,金融学院,金融1601,金融学,1603010129,国家励志奖学金,91.71,91.82,11,5.10,100,66.97,10,8.00,7,10.00,18,0.00,16,8.00,11,0.00,15,暂无数据,暂无数据
935,金融学院,金融1601,金融学,1603010121,优秀学生奖学金（一等奖）,92.51,92.70,7,3.50,100,66.93,11,10.00,4,0.00,47,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
936,金融学院,金融1601,金融学,1603010103,优秀学生奖学金（二等奖）,92.90,93.12,5,2.60,100,66.88,12,3.00,13,10.00,18,0.00,16,0.50,29,0.00,15,暂无数据,暂无数据
937,金融学院,金融1601,金融学,1604000416,优秀学生奖学金（二等奖）,89.96,90.64,29,7.85,100,66.83,13,10.00,4,25.00,2,4.00,7,0.00,31,0.00,15,暂无数据,暂无数据
938,金融学院,金融1601,金融学,1603010143,优秀学生奖学金（二等奖）,92.28,92.33,9,3.18,100,66.71,14,3.00,13,10.00,18,0.00,16,5.00,19,0.50,11,暂无数据,暂无数据
939,金融学院,金融1601,金融学,1603010102,优秀学生奖学金（二等奖）,92.61,93.20,6,0.00,100,65.94,17,0.00,22,0.00,47,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
940,金融学院,金融1601,金融学,1603010138,优秀学生奖学金（二等奖）,90.02,91.17,27,4.22,100,65.78,20,4.00,12,15.50,11,0.00,16,5.00,19,0.00,15,暂无数据,暂无数据
941,金融学院,金融1601,金融学,1603010120,国家励志奖学金,90.79,91.17,20,2.70,100,65.74,22,0.00,22,18.00,7,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
942,金融学院,金融1601,金融学,1603010119,国家励志奖学金,90.72,91.71,22,2.70,100,65.71,23,3.00,13,5.00,29,0.00,16,9.00,8,0.00,15,暂无数据,暂无数据
943,金融学院,金融1601,金融学,1603010105,优秀学生奖学金（二等奖）,89.09,90.25,34,5.62,100,65.69,24,0.00,22,16.00,9,0.00,16,6.00,17,10.50,5,暂无数据,暂无数据
944,金融学院,金融1601,金融学,1603010108,优秀学生奖学金（三等奖）,90.66,91.35,23,2.65,100,65.66,25,3.00,13,5.00,29,0.00,16,8.50,9,0.00,15,暂无数据,暂无数据
945,金融学院,金融1601,金融学,1603010135,紫光励学金,90.50,91.28,25,2.75,100,65.60,27,0.00,22,7.50,27,0.00,16,15.00,2,0.50,11,暂无数据,暂无数据
946,金融学院,金融1601,金融学,1603010117,优秀学生奖学金（三等奖）,90.62,90.71,24,1.88,100,65.40,29,0.00,22,12.50,15,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
947,金融学院,金融1601,金融学,1603010118,优秀学生奖学金（三等奖）,90.02,90.65,27,2.65,100,65.31,30,0.00,22,5.00,29,10.00,4,4.00,23,0.00,15,暂无数据,暂无数据
948,金融学院,金融1601,金融学,1603010140,优秀学生奖学金（三等奖）,90.80,91.00,18,1.20,100,65.30,31,0.00,22,5.00,29,0.00,16,4.50,22,0.00,15,暂无数据,暂无数据
949,金融学院,金融1601,金融学,1603010153,优秀学生奖学金（三等奖）,89.26,90.12,32,2.50,100,64.84,33,5.00,11,5.00,29,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
950,金融学院,金融1601,金融学,1603010133,优秀学生奖学金（三等奖）,89.00,90.47,36,1.65,100,64.45,34,0.00,22,11.00,16,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
951,金融学院,金融1601,金融学,1603010128,社会工作奖学金,86.38,88.11,54,6.35,100,64.41,35,8.00,7,17.00,8,0.00,16,10.00,5,0.00,15,暂无数据,暂无数据
952,金融学院,金融1601,金融学,1603010128,科研创新奖学金,86.38,88.11,54,6.35,100,64.41,35,8.00,7,17.00,8,0.00,16,10.00,5,0.00,15,暂无数据,暂无数据
953,金融学院,金融1601,金融学,1603010149,社会实践奖学金,86.81,88.36,51,5.02,100,64.25,39,0.00,22,10.00,18,0.50,15,9.50,7,10.00,6,暂无数据,暂无数据
954,金融学院,金融1601,金融学,1603010149,社会工作奖学金,86.81,88.36,51,5.02,100,64.25,39,0.00,22,10.00,18,0.50,15,9.50,7,10.00,6,暂无数据,暂无数据
955,金融学院,金融1601,金融学,1603010111,优秀学生奖学金（三等奖）,88.84,90.14,37,0.70,100,64.07,41,0.00,22,0.00,47,1.00,12,5.50,18,0.00,15,暂无数据,暂无数据
956,金融学院,金融1601,金融学,1603010139,社会实践奖学金,87.03,88.44,50,3.25,100,63.84,44,0.00,22,5.00,29,0.00,16,0.00,31,10.00,6,暂无数据,暂无数据
957,金融学院,金融1601,金融学,1603010146,社会实践奖学金,85.68,86.75,61,3.40,100,63.14,48,0.00,22,5.00,29,1.00,12,0.00,31,10.00,6,暂无数据,暂无数据
958,金融学院,金融1601,金融学,1603010146,文体佳绩奖学金,85.68,86.75,61,3.40,100,63.14,48,0.00,22,5.00,29,1.00,12,0.00,31,10.00,6,暂无数据,暂无数据
959,金融学院,金融1601,金融学,1603010134,文体佳绩奖学金,79.12,80.29,81,0.75,100,58.74,53,0.00,22,0.00,47,5.00,6,0.00,31,0.00,15,暂无数据,暂无数据
960,金融学院,金融1602,金融学,1603010246,国家奖学金,93.45,94.17,4,15.72,100,71.11,1,6.00,10,24.00,3,27.50,1,16.50,1,17.00,1,暂无数据,暂无数据
961,金融学院,金融1602,金融学,1603010244,优秀学生奖学金（一等奖）,88.71,90.74,38,16.15,100,68.64,5,42.00,1,8.00,23,1.00,12,1.00,28,0.00,15,暂无数据,暂无数据
962,金融学院,金融1602,金融学,1609010113,优秀学生奖学金（一等奖）,93.61,93.73,2,4.18,100,67.74,7,0.00,22,22.50,5,0.00,16,8.00,11,0.00,15,暂无数据,暂无数据
963,金融学院,金融1602,金融学,1603010215,优秀学生奖学金（一等奖）,93.47,94.00,3,2.45,100,67.14,9,2.50,19,3.00,41,7.50,5,0.00,31,0.00,15,暂无数据,暂无数据
964,金融学院,金融1602,金融学,1603010206,仲利国际实践奖学金,91.49,92.62,15,3.28,100,66.30,15,0.00,22,1.00,46,0.00,16,0.00,31,12.50,3,暂无数据,暂无数据
965,金融学院,金融1602,金融学,1603010222,优秀学生奖学金（二等奖）,90.80,91.59,18,4.28,100,66.22,16,0.00,22,19.00,6,1.50,10,12.00,4,0.00,15,暂无数据,暂无数据
966,金融学院,金融1602,金融学,1603010243,优秀学生奖学金（二等奖）,92.51,93.20,7,0.00,100,65.88,18,0.00,22,0.00,47,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
967,金融学院,金融1602,金融学,1603010217,国家励志奖学金,91.58,92.27,14,1.50,100,65.82,19,1.00,20,5.00,29,0.00,16,4.00,23,0.00,15,暂无数据,暂无数据
968,金融学院,金融1602,金融学,1603010238,优秀学生奖学金（二等奖）,91.59,92.21,13,1.25,100,65.75,21,0.00,22,8.00,23,0.00,16,0.50,29,0.00,15,暂无数据,暂无数据
969,金融学院,金融1602,金融学,1603010220,优秀学生奖学金（二等奖）,91.70,92.73,12,0.75,100,65.66,25,0.00,22,5.00,29,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
970,金融学院,金融1602,金融学,1603010207,优秀学生奖学金（三等奖）,90.45,91.24,26,2.25,100,65.42,28,0.00,22,15.00,12,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
971,金融学院,金融1602,金融学,1603010213,优秀学生奖学金（三等奖）,90.73,90.64,21,0.75,100,65.13,32,0.00,22,5.00,29,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
972,金融学院,金融1602,金融学,1603010214,优秀学生奖学金（三等奖）,89.54,89.94,30,0.45,100,64.38,36,0.00,22,3.00,41,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
973,金融学院,金融1602,金融学,1603010247,优秀学生奖学金（三等奖）,89.06,89.43,35,1.20,100,64.34,37,0.00,22,8.00,23,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
974,金融学院,金融1602,金融学,1603010208,优秀学生奖学金（三等奖）,88.70,90.00,39,1.65,100,64.28,38,0.00,22,11.00,16,0.00,16,0.00,31,0.00,15,暂无数据,暂无数据
975,金融学院,工程1601,工程管理,1603030154,国家奖学金,95.65,95.75,1,12.40,100,71.33,1,17.00,1,16.00,5,5.00,2,18.00,1,6.00,4,暂无数据,暂无数据
976,金融学院,工程1601,工程管理,1603030116,优秀学生奖学金（一等奖）,95.62,95.80,2,9.95,100,70.58,2,5.00,3,48.00,1,0.00,10,0.00,16,4.00,5,暂无数据,暂无数据
977,金融学院,工程1601,工程管理,1603030130,国家励志奖学金,94.17,94.24,3,3.22,100,67.76,3,0.00,13,11.00,9,0.00,10,14.50,3,0.50,6,暂无数据,暂无数据
978,金融学院,工程1601,工程管理,1603030108,优秀学生奖学金（二等奖）,92.04,91.87,7,4.55,100,66.99,4,0.00,13,25.00,2,0.00,10,8.00,10,0.00,8,暂无数据,暂无数据
979,金融学院,工程1601,工程管理,1603030106,优秀学生奖学金（一等奖）,92.47,93.15,5,3.70,100,66.97,5,3.00,4,15.00,6,0.00,10,4.00,13,0.00,8,暂无数据,暂无数据
980,金融学院,工程1601,工程管理,1603030117,优秀学生奖学金（二等奖）,93.11,93.47,4,0.00,100,66.21,6,0.00,13,0.00,30,0.00,10,0.00,16,0.00,8,暂无数据,暂无数据
981,金融学院,工程1601,工程管理,1603030101,国家励志奖学金,92.17,92.47,6,1.05,100,66.01,7,3.00,4,0.00,30,0.00,10,0.00,16,0.00,8,暂无数据,暂无数据
982,金融学院,工程1601,工程管理,1603030128,优秀学生奖学金（一等奖）,91.49,92.06,8,2.08,100,65.94,8,1.00,11,5.00,17,0.50,8,9.00,7,0.00,8,暂无数据,暂无数据
983,金融学院,工程1601,工程管理,1603030161,国家励志奖学金,91.03,91.63,9,2.07,100,65.69,9,2.00,9,5.00,17,1.50,6,4.00,13,0.00,8,暂无数据,暂无数据
984,金融学院,工程1601,工程管理,1603030102,优秀学生奖学金（二等奖）,89.58,90.31,14,4.30,100,65.56,10,0.50,12,21.00,4,0.50,8,9.00,7,0.00,8,暂无数据,暂无数据
985,金融学院,工程1601,工程管理,1603030150,优秀学生奖学金（二等奖）,90.90,91.00,10,1.78,100,65.53,11,2.00,9,3.00,25,1.50,6,4.00,13,0.00,8,暂无数据,暂无数据
986,金融学院,工程1601,工程管理,1603030162,国家励志奖学金,90.45,91.18,11,1.75,100,65.27,12,0.00,13,5.00,17,0.00,10,10.00,5,0.00,8,暂无数据,暂无数据
987,金融学院,工程1601,工程管理,1603030134,优秀学生奖学金（二等奖）,89.25,89.53,18,3.50,100,65.14,13,0.00,13,0.00,30,0.00,10,0.00,16,14.00,1,暂无数据,暂无数据
988,金融学院,工程1601,工程管理,1603030124,优秀学生奖学金（三等奖）,89.46,89.20,16,2.50,100,64.95,14,0.00,13,0.00,30,0.00,10,0.00,16,10.00,3,暂无数据,暂无数据
989,金融学院,工程1601,工程管理,1603030138,优秀学生奖学金（三等奖）,90.15,90.86,12,0.90,100,64.85,15,0.00,13,0.00,30,6.00,1,0.00,16,0.00,8,暂无数据,暂无数据
990,金融学院,工程1601,工程管理,1603030165,优秀学生奖学金（三等奖）,89.64,90.93,13,1.75,100,64.83,16,0.00,13,5.00,17,0.00,10,10.00,5,0.00,8,暂无数据,暂无数据
