id,number,gender,nation,academy,profession,class,skill_type,skill_level,award_name,award_date,note
1,201721030265,男,汉族,金融学院,工程造价,造价1701,外语水平类,初级,全国大学英语四级考试,2018-12-08,暂无数据
2,1606020157,女,汉族,工商管理学院,贸易经济,贸经1601,职业证书类,初级,初级会计专业技术资格考试,2019-05-30,暂无数据
3,1608020136,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,职业证书类,初级,初级会计专业技术资格考试,2019-06-13,暂无数据
4,201721080032,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,外语水平类,初级,全国大学英语四级考试,2018-12-01,暂无数据
5,201721060646,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,外语水平类,初级,全国大学英语四级考试,2019-05-01,暂无数据
6,1603010210,女,汉族,金融学院,金融学,金融1602,职业证书类,初级,银行业专业人员职业资格证书,2019-06-01,暂无数据
7,201721130135,女,汉族,金融学院,金融学,金融1702,职业证书类,初级,证券从业人员资格考试,2019-03-02,暂无数据
8,1604060104,女,汉族,法学院,法学,民商1601,外语水平类,中级,全国大学英语六级考试,2019-09-09,暂无数据
9,201721060482,男,汉族,工商管理学院,管理科学,管科1701,外语水平类,中级,全国大学英语六级考试,2019-09-01,暂无数据
10,201821110206,男,汉族,外国语学院,日语,日语1801,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-30,暂无数据
11,201721040615,女,汉族,法学院,法学,法1701,外语水平类,中级,全国大学英语六级考试,2019-08-28,暂无数据
12,1603080235,女,汉族,金融学院,投资学,投资1602,职业证书类,中级,金融风险管理师(FRM),2019-05-17,暂无数据
13,1611080118,女,汉族,金融学院,金融学（中美）,国金1601,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
14,201721020211,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,外语水平类,中级,全国大学英语六级考试,2019-06-23,暂无数据
15,201721060062,女,汉族,工商管理学院,国际经济与贸易,国贸1701,职业证书类,初级,证券从业人员资格考试,2019-03-15,暂无数据
16,201721060272,男,汉族,工商管理学院,市场营销,市营1702,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
17,1604060139,男,汉族,法学院,法学（卓越）,卓越1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-06-11,暂无数据
18,201821030183,女,汉族,金融学院,金融学类,金融1808,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-31,暂无数据
19,201821070005,女,汉族,财政税务学院,财政学类,财政1805,计算机水平类,初级,全国计算机等级考试(1-4),2019-05-17,暂无数据
20,201721040487,男,汉族,法学院,法学,民商1702,外语水平类,初级,大学法语四级（CFT-4/TFU-4）,2019-08-21,暂无数据
21,1606060130,女,土家族,工商管理学院,人力资源管理,人力1601,职业证书类,中级,普通话水平测试等级,2018-12-18,暂无数据
22,201721060205,女,瑶族,工商管理学院,人力资源管理,人力1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
23,201721060374,女,汉族,工商管理学院,人力资源管理,人力1701,外语水平类,初级,全国大学英语四级考试,2018-12-07,暂无数据
24,201721040138,女,汉族,法学院,法学,法1702,外语水平类,初级,全国大学英语四级考试,2019-05-17,暂无数据
25,201721040282,男,汉族,刑事司法学院,法学（司）,司法1702,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
26,201721080325,女,土家族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,外语水平类,中级,雅思英语水平考试(IELTS),2019-09-11,暂无数据
27,1606090153,女,汉族,工商管理学院,电子商务（管理）,商务1601,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
28,1611060117,女,汉族,外国语学院,法语,法语1601,职业证书类,高级,普通话水平测试等级,2019-05-23,暂无数据
29,201721020098,女,汉族,经济学院,国际商务,国商1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
30,1611080226,女,汉族,外国语学院,商务英语,商英1602,外语水平类,高级,雅思英语水平考试(IELTS),2019-05-28,暂无数据
31,201721060359,女,汉族,工商管理学院,国际经济与贸易,国贸1701,外语水平类,初级,全国大学英语四级考试,2019-01-06,暂无数据
32,201721250137,女,汉族,中韩新媒体学院,电影学（影像）,影像1702,外语水平类,初级,全国大学英语四级考试,2019-02-27,暂无数据
33,201721050329,男,汉族,刑事司法学院,侦查学,职侦1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-11-01,暂无数据
34,201721060272,男,汉族,工商管理学院,市场营销,市营1702,外语水平类,初级,全国大学英语四级考试,2019-02-23,暂无数据
35,201721060120,女,汉族,工商管理学院,管理科学,管科1701,外语水平类,初级,全国大学英语四级考试,2019-03-06,暂无数据
36,201721060541,女,土家族,工商管理学院,贸易经济,贸经1701,外语水平类,初级,全国大学英语四级考试,2018-12-08,暂无数据
37,201721140156,女,汉族,法学院,法学,法1705,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
38,1603090152,男,汉族,金融学院,金融工程,金工1601,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
39,201721060341,男,汉族,工商管理学院,贸易经济,贸经1701,外语水平类,初级,全国大学英语四级考试,2019-08-09,暂无数据
40,201729030514,女,白族,金融学院,金融学,金融1701,外语水平类,初级,全国大学英语四级考试,2018-12-06,暂无数据
41,1609020117,女,汉族,统计与数学学院,统计学,统计1601,外语水平类,初级,全国大学英语六级考试,2018-12-16,暂无数据
42,201721030099,女,汉族,金融学院,工程管理,工程1701,职业证书类,初级,期货从业人员资格考试,2019-05-23,暂无数据
43,201721080324,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,职业证书类,中级,普通话水平测试等级,2018-11-23,暂无数据
44,201721040179,女,汉族,法学院,法学,法1707,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
45,201721080233,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,外语水平类,初级,全国大学英语四级考试,2019-03-01,暂无数据
46,1611080126,女,土家族,外国语学院,商务英语,商英1601,外语水平类,高级,剑桥商务英语(BEC),2018-11-20,暂无数据
47,201721110086,女,汉族,外国语学院,英语,英语1701,职业证书类,初级,ACCA商业会计师证,2019-07-21,暂无数据
48,201721100091,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-30,暂无数据
49,201721040224,女,苗族,法学院,法学,民商1701,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
50,201721130136,女,汉族,金融学院,金融工程,金工1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
51,201821090098,女,汉族,财政税务学院,财政学（中英班）,国财1801,外语水平类,中级,雅思英语水平考试(IELTS),2019-09-03,暂无数据
52,201721030085,男,汉族,金融学院,投资学,投资1702,计算机水平类,中级,全国计算机等级考试(1-4),2018-11-11,暂无数据
53,201721080075,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-08,暂无数据
54,201729080366,男,侗族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,职业证书类,初级,普通话水平测试等级,2019-06-13,暂无数据
55,201721040043,女,汉族,法学院,法学,民商1702,外语水平类,初级,全国大学英语四级考试,2019-04-02,暂无数据
56,201721020259,女,汉族,经济学院,经济学,经济1704,外语水平类,初级,全国大学英语四级考试,2019-05-20,暂无数据
57,201721030422,女,汉族,金融学院,金融学（CFA）,CFA1701,职业证书类,高级,普通话水平测试等级,2019-06-09,暂无数据
58,1603030140,男,汉族,金融学院,工程管理,工程1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-03-01,暂无数据
59,1613020115,女,汉族,信息与安全工程学院,环境工程,环境1601,外语水平类,中级,全国大学英语六级考试,2018-12-08,暂无数据
60,201721020099,女,壮族,经济学院,经济学,经济1701,职业证书类,中级,普通话水平测试等级,2019-06-15,暂无数据
61,1613030137,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-05-09,暂无数据
62,201721020270,男,土家族,经济学院,经济学,经济1704,职业证书类,中级,普通话水平测试等级,2019-06-01,暂无数据
63,1609030152,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,外语水平类,中级,全国大学英语六级考试,2018-12-15,暂无数据
64,201721320016,女,汉族,文澜学院,经济管理试验班,经管1702,职业证书类,中级,普通话水平测试等级,2019-06-10,暂无数据
65,1607030237,女,汉族,统计与数学学院,统计学,统计1601,外语水平类,中级,全国大学英语六级考试,2018-12-01,暂无数据
66,201721060385,女,汉族,工商管理学院,国际经济与贸易,国贸1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-09-01,暂无数据
67,201721090034,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,外语水平类,高级,托福英语水平考试(TOEFL),2018-11-17,暂无数据
68,201721070031,女,汉族,财政税务学院,财政学,财政1703,外语水平类,中级,全国大学英语六级考试,2019-08-27,暂无数据
69,1603030130,女,汉族,金融学院,工程管理,工程1601,职业证书类,中级,证券从业人员资格考试,2018-10-09,暂无数据
70,201721050062,女,汉族,刑事司法学院,侦查学,侦查1701,职业证书类,初级,证券从业人员资格考试,2018-09-02,暂无数据
71,1604080132,女,苗族,法学院,法学,法制1601,外语水平类,中级,全国大学英语六级考试,2018-09-26,暂无数据
72,201721040283,女,汉族,法学院,法学,法1701,外语水平类,中级,全国大学英语六级考试,2019-08-20,暂无数据
73,201721060227,女,汉族,工商管理学院,电子商务（管理）,商务1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-07,暂无数据
74,1607010302,女,汉族,财政税务学院,财政学（中英班）,国财1601,外语水平类,高级,雅思英语水平考试(IELTS),2019-08-01,暂无数据
75,201721030300,女,汉族,金融学院,金融工程,金工1701,职业证书类,初级,证券从业人员资格考试,2019-07-07,暂无数据
76,1608010313,女,仫佬族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,职业证书类,初级,ACCA商业会计师证,2018-10-08,暂无数据
77,201721110292,女,汉族,外国语学院,俄语,俄语1701,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
78,201721130082,女,汉族,信息与安全工程学院,环境工程,环境1701,外语水平类,初级,全国大学英语四级考试,2019-08-20,暂无数据
79,201729030506,女,壮族,金融学院,金融学,金融1701,外语水平类,初级,全国大学英语四级考试,2019-01-08,暂无数据
80,201721040487,男,汉族,法学院,法学,民商1702,职业证书类,中级,普通话水平测试等级,2018-12-08,暂无数据
81,1603090134,男,汉族,金融学院,金融学（CFA）,CFA1601,外语水平类,高级,雅思英语水平考试(IELTS),2018-10-24,暂无数据
82,201721040533,女,汉族,法学院,法学,民商1702,职业证书类,高级,普通话水平测试等级,2018-12-08,暂无数据
83,201721030256,女,汉族,金融学院,工程管理,工程1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
84,201721110026,女,汉族,财政税务学院,财政学（中英班）,国财1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
85,201721020111,女,汉族,经济学院,经济学,经济1701,外语水平类,中级,全国大学英语六级考试,2019-06-05,暂无数据
86,201821060226,女,汉族,工商管理学院,工商管理类,工商1803,职业证书类,初级,证券从业人员资格考试,2019-09-02,暂无数据
87,1602040234,女,汉族,经济学院,国际商务,国商1602,外语水平类,中级,全国大学英语六级考试,2018-12-20,暂无数据
88,201721060105,男,汉族,工商管理学院,管理科学,管科1701,外语水平类,初级,全国大学英语四级考试,2019-04-06,暂无数据
89,1611080226,女,汉族,外国语学院,商务英语,商英1602,职业证书类,中级,普通话水平测试等级,2018-11-22,暂无数据
90,201721030149,女,汉族,金融学院,金融学（CFA）,CFA1701,职业证书类,初级,期货从业人员资格考试,2019-07-13,暂无数据
91,201721100083,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-01,暂无数据
92,201721080156,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,外语水平类,初级,全国大学英语四级考试,2019-06-05,暂无数据
93,201721060412,女,彝族,工商管理学院,旅游管理,旅游1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
94,201721110305,女,土家族,外国语学院,商务英语,商英1702,外语水平类,中级,英语专业四级考试(TEM-4),2019-04-25,暂无数据
95,1605060113,男,汉族,金融学院,投资学,投资1601,外语水平类,中级,全国大学英语六级考试,2018-12-10,暂无数据
96,1606060138,女,汉族,工商管理学院,人力资源管理,人力1601,外语水平类,中级,全国大学英语六级考试,2019-08-28,暂无数据
97,201721060551,女,汉族,工商管理学院,管理科学,管科1701,职业证书类,高级,普通话水平测试等级,2018-12-18,暂无数据
98,201721080042,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
99,201721030197,男,汉族,金融学院,投资学,投资1702,外语水平类,初级,全国大学英语四级考试,2019-03-07,暂无数据
100,201721030380,女,汉族,金融学院,投资学,投资1701,外语水平类,中级,全国大学英语六级考试,2019-06-09,暂无数据
101,201821100136,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,计算机水平类,中级,全国计算机等级考试(1-4),2019-04-19,暂无数据
102,201721060241,女,汉族,工商管理学院,贸易经济,贸经1701,外语水平类,初级,全国大学英语四级考试,2019-04-08,暂无数据
103,201721040036,女,汉族,法学院,法学,法1705,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
104,201721040268,男,汉族,法学院,法学,民商1702,职业证书类,初级,证券从业人员资格考试,2018-09-02,暂无数据
105,201721060026,女,汉族,工商管理学院,人力资源管理,人力1701,职业证书类,中级,普通话水平测试等级,2018-12-18,暂无数据
106,1604001045,女,汉族,法学院,法学,法1610,职业证书类,初级,教师资格考试,2019-05-31,暂无数据
107,201721080080,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,职业证书类,初级,初级会计专业技术资格考试,2019-05-31,暂无数据
108,201721030390,女,汉族,金融学院,金融学,金融1701,职业证书类,高级,证券从业人员资格考试,2019-06-05,暂无数据
109,201721110040,女,汉族,外国语学院,商务英语,商英1701,外语水平类,初级,全国翻译专业资格（水平）考试英语笔译/口译(CATTI),2019-08-07,暂无数据
110,201721030082,女,汉族,金融学院,工程管理,工程1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-07,暂无数据
111,1606060143,女,汉族,工商管理学院,人力资源管理,人力1601,外语水平类,中级,全国大学英语六级考试,2018-12-16,暂无数据
112,201721070203,男,汉族,财政税务学院,税收学,税务1703,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-06,暂无数据
113,201729060661,女,彝族,工商管理学院,国际经济与贸易,国贸1701,外语水平类,初级,全国大学英语四级考试,2018-12-06,暂无数据
114,201721020025,女,汉族,经济学院,国际商务,国商1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-12,暂无数据
115,201721060577,女,汉族,工商管理学院,管理科学,管科1701,职业证书类,中级,普通话水平测试等级,2018-11-06,暂无数据
116,1602040104,女,汉族,经济学院,国际商务,国商1601,职业证书类,初级,银行业专业人员职业资格证书,2018-11-03,暂无数据
117,201721020211,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,外语水平类,初级,全国大学英语四级考试,2018-12-31,暂无数据
118,201721060104,女,回族,工商管理学院,管理科学,管科1701,外语水平类,初级,全国大学英语四级考试,2019-02-16,暂无数据
119,201721070035,女,汉族,财政税务学院,财政学,财政1702,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-07,暂无数据
120,1612040342,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,职业证书类,初级,普通话水平测试等级,2018-09-09,暂无数据
121,201721040199,女,汉族,法学院,法学（卓越）,卓越1701,职业证书类,中级,普通话水平测试等级,2018-11-05,暂无数据
122,1604000806,女,汉族,法学院,法学,法1608,职业证书类,中级,普通话水平测试等级,2019-06-09,暂无数据
123,201721100056,女,汉族,经济学院,经济学,经济1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
124,201721060220,女,苗族,工商管理学院,管理科学,管科1701,外语水平类,初级,全国大学英语四级考试,2019-02-01,暂无数据
125,1609100120,女,汉族,统计与数学学院,经济统计学,经统1601,外语水平类,高级,全国大学英语六级考试,2019-08-05,暂无数据
126,1623010422,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,外语水平类,中级,雅思英语水平考试(IELTS),2019-04-03,暂无数据
127,1606040124,男,土家族,工商管理学院,工商管理,工商1601,职业证书类,初级,期货从业人员资格考试,2019-03-06,暂无数据
128,1603050133,女,汉族,金融学院,金融学（CFA）,CFA1601,外语水平类,中级,全国大学英语六级考试,2018-12-01,暂无数据
129,201721040160,男,汉族,法学院,法学,法1702,职业证书类,中级,普通话水平测试等级,2018-12-07,暂无数据
130,201721060244,女,汉族,工商管理学院,工商管理,工商1702,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
131,1605060225,男,土家族,刑事司法学院,法学（司）,司法1602,外语水平类,中级,全国大学英语六级考试,2019-06-15,暂无数据
132,201721060369,女,汉族,工商管理学院,工商管理,工商1701,外语水平类,初级,全国大学英语四级考试,2019-03-20,暂无数据
133,1610030123,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
134,201821060596,女,汉族,工商管理学院,工商管理类,工商1803,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
135,201721030169,女,汉族,金融学院,金融学,金融1702,外语水平类,中级,全国大学英语六级考试,2018-12-07,暂无数据
136,201721320005,女,汉族,文澜学院,经济管理试验班,经管1702,外语水平类,中级,全国大学英语六级考试,2019-09-07,暂无数据
137,201821060297,女,汉族,工商管理学院,经济与贸易类,经贸1803,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-18,暂无数据
138,201721080220,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,外语水平类,中级,全国大学英语六级考试,2019-08-26,暂无数据
139,201721060104,女,回族,工商管理学院,管理科学,管科1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
140,201721120091,女,汉族,新闻与文化传播学院,新闻学,新闻1701,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
141,1612040133,女,汉族,新闻与文化传播学院,新闻学,新闻1601,外语水平类,初级,全国大学英语四级考试,2019-03-09,暂无数据
142,1604000936,女,汉族,法学院,法学,法1609,外语水平类,中级,全国大学英语六级考试,2019-06-07,暂无数据
143,1602010306,男,汉族,经济学院,经济学,经济1603,职业证书类,初级,证券从业人员资格考试,2018-09-01,暂无数据
144,1603150128,男,汉族,金融学院,保险学（精算）,保精1601,外语水平类,中级,全国大学英语六级考试,2019-06-16,暂无数据
145,201721130274,女,汉族,信息与安全工程学院,安全工程,安全1701,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
146,201721100233,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
147,1608030423,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,职业证书类,初级,ACCA商业会计师证,2019-09-29,暂无数据
148,1604000422,女,土家族,法学院,法学,法1604,职业证书类,中级,普通话水平测试等级,2019-05-20,暂无数据
149,1613030142,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,外语水平类,中级,全国大学英语六级考试,2018-12-25,暂无数据
150,1603010117,男,汉族,金融学院,金融学,金融1601,外语水平类,高级,雅思英语水平考试(IELTS),2018-12-01,暂无数据
151,201821110038,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1802,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
152,201721040707,女,汉族,刑事司法学院,法学（司）,司法1701,职业证书类,中级,普通话水平测试等级,2019-05-24,暂无数据
153,201721130202,女,汉族,法学院,法学,法1708,职业证书类,中级,普通话水平测试等级,2018-12-28,暂无数据
154,201721020049,女,汉族,金融学院,金融学,金融1701,职业证书类,中级,普通话水平测试等级,2019-05-28,暂无数据
155,201721040660,女,汉族,法学院,法学,民商1702,外语水平类,中级,全国大学英语六级考试,2019-06-03,暂无数据
156,201721080243,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,职业证书类,初级,证券从业人员资格考试,2019-03-30,暂无数据
157,1603150121,女,汉族,金融学院,保险学（精算）,保精1601,外语水平类,中级,全国大学英语六级考试,2019-05-01,暂无数据
158,201721080294,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,职业证书类,中级,普通话水平测试等级,2019-06-07,暂无数据
159,201721320007,女,汉族,文澜学院,经济管理试验班,经管1701,职业证书类,初级,初级会计专业技术资格考试,2019-06-30,暂无数据
160,201721020037,女,汉族,财政税务学院,财政学（中英班）,国财1701,外语水平类,高级,雅思英语水平考试(IELTS),2019-08-30,暂无数据
161,201721020078,男,汉族,经济学院,经济学,经济1701,职业证书类,初级,银行业专业人员职业资格证书,2018-11-08,暂无数据
162,201721030115,女,汉族,金融学院,保险学（精算）,保精1701,职业证书类,中级,英国精算师考试,2019-07-01,暂无数据
163,201721130028,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,外语水平类,初级,全国大学英语四级考试,2019-03-08,暂无数据
164,1609010113,女,汉族,金融学院,金融学,金融1602,外语水平类,中级,雅思英语水平考试(IELTS),2019-04-17,暂无数据
165,201721030167,男,汉族,金融学院,金融工程,金工1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
166,1601020133,女,汉族,哲学院,国际政治,国政1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-04-12,暂无数据
167,201721080209,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,外语水平类,初级,全国大学英语四级考试,2018-12-25,暂无数据
168,1603150115,女,汉族,金融学院,保险学（精算）,保精1601,职业证书类,中级,英国精算师考试,2019-03-15,暂无数据
169,201721040443,男,汉族,法学院,法学,法1705,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
170,1604000631,女,汉族,法学院,法学,法1606,外语水平类,中级,全国大学英语六级考试,2018-12-16,暂无数据
171,1608030206,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,职业证书类,中级,普通话水平测试等级,2019-05-21,暂无数据
172,201721030100,女,汉族,金融学院,金融学,金融1702,职业证书类,初级,证券从业人员资格考试,2019-09-03,暂无数据
173,1608020103,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,职业证书类,初级,证券从业人员资格考试,2018-10-28,暂无数据
174,201721100031,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,外语水平类,中级,全国大学英语六级考试,2019-06-15,暂无数据
175,1603100152,女,壮族,金融学院,房地产开发与管理,房产1601,外语水平类,中级,全国大学英语六级考试,2019-02-26,暂无数据
176,201721040448,女,汉族,法学院,法学,法1703,计算机水平类,中级,全国计算机等级考试(1-4),2019-04-09,暂无数据
177,1608010206,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1602,职业证书类,初级,初级会计专业技术资格考试,2019-05-25,暂无数据
178,201721060591,女,汉族,财政税务学院,财政学（中英班）,国财1701,外语水平类,初级,全国大学英语四级考试,2019-03-06,暂无数据
179,201721030083,女,汉族,金融学院,金融工程,金工1701,职业证书类,初级,证券从业人员资格考试,2019-03-02,暂无数据
180,1604000305,女,汉族,法学院,法学,法1603,职业证书类,中级,普通话水平测试等级,2018-11-05,暂无数据
181,201721070068,女,汉族,财政税务学院,税收学,税务1703,外语水平类,初级,全国大学英语四级考试,2018-12-22,暂无数据
182,201721080196,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
183,1603150110,女,汉族,金融学院,保险学（精算）,保精1601,外语水平类,中级,全国大学英语六级考试,2018-12-06,暂无数据
184,201721110233,女,汉族,外国语学院,日语,日语1702,职业证书类,中级,普通话水平测试等级,2018-11-22,暂无数据
185,1605020111,男,汉族,刑事司法学院,治安学,治安1601,外语水平类,中级,全国大学英语六级考试,2019-08-23,暂无数据
186,201729110328,女,回族,外国语学院,商务英语,商英1702,外语水平类,中级,英语专业四级考试(TEM-4),2019-04-20,暂无数据
187,1606050222,女,汉族,工商管理学院,市场营销,市营1602,外语水平类,高级,全国大学英语六级考试,2018-06-01,暂无数据
188,1610080120,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,职业证书类,中级,普通话水平测试等级,2018-11-06,暂无数据
189,201721060076,女,汉族,工商管理学院,国际经济与贸易,国贸1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-23,暂无数据
190,201721040398,女,汉族,法学院,法学,法1708,外语水平类,中级,全国大学英语六级考试,2019-09-01,暂无数据
191,201821140014,男,汉族,哲学院,社会学,社会1801,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-31,暂无数据
192,201821030402,男,汉族,金融学院,金融学类,金融1807,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-21,暂无数据
193,201721050059,女,汉族,刑事司法学院,侦查学,侦查1701,外语水平类,初级,全国大学英语四级考试,2018-12-31,暂无数据
194,201721040176,女,汉族,法学院,法学,外法1702,外语水平类,中级,全国大学英语四级考试,2019-02-26,暂无数据
195,201721060538,女,土家族,工商管理学院,国际经济与贸易,国贸1701,外语水平类,初级,全国大学英语四级考试,2019-03-12,暂无数据
196,1605030136,男,汉族,刑事司法学院,边防管理,边管1601,外语水平类,初级,全国大学英语四级考试,2019-04-05,暂无数据
197,201721060424,女,汉族,工商管理学院,市场营销,市营1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
198,201721040296,男,汉族,法学院,法学,法1709,外语水平类,中级,全国大学英语六级考试,2019-06-16,暂无数据
199,1611060109,女,汉族,外国语学院,法语,法语1601,职业证书类,中级,普通话水平测试等级,2019-05-23,暂无数据
200,201721030397,女,汉族,金融学院,保险学（精算）,保精1701,职业证书类,中级,英国精算师考试,2019-01-12,暂无数据
201,201721050009,男,汉族,刑事司法学院,侦查学,侦查1701,外语水平类,中级,全国大学英语六级考试,2019-05-17,暂无数据
202,201721140207,女,汉族,哲学院,国际政治,国政1701,职业证书类,高级,普通话水平测试等级,2018-12-06,暂无数据
203,201721060020,女,汉族,工商管理学院,国际经济与贸易,国贸1701,职业证书类,初级,ACCA商业会计师证,2019-04-13,暂无数据
204,201721080080,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
205,201721080213,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,职业证书类,初级,证券从业人员资格考试,2018-09-06,暂无数据
206,201721070091,女,壮族,财政税务学院,税收学,税务1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-09-16,暂无数据
207,201721060535,女,汉族,工商管理学院,贸易经济,贸经1701,职业证书类,初级,证券从业人员资格考试,2019-09-07,暂无数据
208,1603050120,男,汉族,金融学院,金融学（CFA）,CFA1601,职业证书类,初级,CFA 特许金融分析师（Level I、II、III）,2019-08-06,暂无数据
209,201721020273,女,汉族,经济学院,经济学,经济1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-05,暂无数据
210,201721060505,女,汉族,工商管理学院,人力资源管理,人力1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-05,暂无数据
