id,number,gender,nation,academy,profession,class,skill_type,skill_level,award_name,award_date,note
1338,201721040314,女,壮族,法学院,法学,法1707,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1339,201721140163,男,汉族,哲学院,哲学,哲学1701,外语水平类,高级,全国大学英语六级考试,2019-09-08,暂无数据
1340,201721070177,男,汉族,财政税务学院,税收学,税务1701,外语水平类,初级,全国大学英语四级考试,2018-12-31,暂无数据
1341,1603010244,女,汉族,金融学院,金融学,金融1602,外语水平类,初级,雅思英语水平考试(IELTS),2019-06-11,暂无数据
1342,201721120010,女,蒙古族,新闻与文化传播学院,网络与新媒体,网媒1701,外语水平类,中级,全国大学英语六级考试,2019-08-31,暂无数据
1343,201721060273,男,汉族,工商管理学院,物流管理,物管1701,外语水平类,初级,全国大学英语四级考试,2018-12-30,暂无数据
1344,201721070158,女,汉族,财政税务学院,财政学,财政1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-07,暂无数据
1345,201721130037,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,外语水平类,高级,韩国语能力考试(TOPIK),2018-11-28,暂无数据
1346,201721050073,女,汉族,刑事司法学院,法学（司）,司法1701,外语水平类,中级,全国大学英语六级考试,2019-08-05,暂无数据
1347,201721040811,女,土家族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,外语水平类,中级,全国大学英语六级考试,2019-06-15,暂无数据
1348,201721030172,男,汉族,金融学院,投资学,投资1702,外语水平类,初级,全国大学英语六级考试,2019-08-21,暂无数据
1349,201721060514,女,汉族,工商管理学院,国际经济与贸易,国贸1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-07,暂无数据
1350,1603010113,女,汉族,金融学院,金融学（CFA）,CFA1601,职业证书类,初级,期货从业人员资格考试,2019-03-31,暂无数据
1351,201821030168,女,汉族,金融学院,金融学类,金融1806,计算机水平类,初级,全国计算机等级考试(1-4),2019-03-30,暂无数据
1352,201721040275,女,汉族,法学院,法学,法1705,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-30,暂无数据
1353,201721030066,女,汉族,金融学院,投资学,投资1701,职业证书类,中级,ACCA商业会计师证,2019-07-28,暂无数据
1354,1606050138,女,汉族,工商管理学院,市场营销,市营1601,职业证书类,中级,普通话水平测试等级,2019-05-21,暂无数据
1355,1604000946,女,汉族,法学院,法学,法1609,外语水平类,中级,全国大学英语六级考试,2018-12-16,暂无数据
1356,201721060374,女,汉族,工商管理学院,人力资源管理,人力1701,外语水平类,中级,雅思英语水平考试(IELTS),2019-07-27,暂无数据
1357,201821040091,女,汉族,法学院,法学类,法1803,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
1358,201721030267,女,汉族,金融学院,保险学（精算）,保精1701,外语水平类,初级,全国大学英语四级考试,2018-12-07,暂无数据
1359,1608020332,女,满族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,职业证书类,初级,初级会计专业技术资格考试,2019-05-31,暂无数据
1360,201721020065,男,汉族,经济学院,经济学,经济1702,外语水平类,中级,全国大学英语六级考试,2019-08-26,暂无数据
1361,201721040040,男,汉族,法学院,法学,外法1701,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
1362,201721040552,女,汉族,法学院,法学,法1706,职业证书类,中级,普通话水平测试等级,2019-06-10,暂无数据
1363,201721250242,女,汉族,中韩新媒体学院,电影学（影像）,影像1702,外语水平类,初级,英语专业四级考试(TEM-4),2018-02-26,暂无数据
1364,1608020305,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,外语水平类,初级,全国大学英语四级考试,2017-12-26,暂无数据
1365,201721040741,男,汉族,法学院,法学,法制1702,职业证书类,初级,普通话水平测试等级,2018-11-06,暂无数据
1366,201721060138,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,外语水平类,初级,全国大学英语四级考试,2018-12-15,暂无数据
1367,201721100026,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,外语水平类,初级,大学法语四级（CFT-4/TFU-4）,2019-06-20,暂无数据
1368,201721060211,女,壮族,工商管理学院,国际经济与贸易,国贸1702,外语水平类,中级,全国大学英语六级考试,2019-06-08,暂无数据
1369,201721040685,男,汉族,法学院,法学,法1707,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1370,1604070129,女,汉族,法学院,法学,外法1601,职业证书类,初级,证券从业人员资格考试,2019-04-30,暂无数据
1371,201821040245,男,汉族,法学院,法学类,法1809,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-07,暂无数据
1372,201721040457,男,汉族,法学院,法学,民商1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-11-08,暂无数据
1373,201721040123,男,汉族,法学院,法学,法1702,外语水平类,初级,全国大学英语四级考试,2019-02-25,暂无数据
1374,201721120097,女,汉族,新闻与文化传播学院,广播电视学,广电1701,外语水平类,中级,全国大学英语六级考试,2019-06-13,暂无数据
1375,201721040133,女,汉族,法学院,法学,外法1702,外语水平类,中级,全国大学英语六级考试,2019-08-08,暂无数据
1376,201821100096,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,职业证书类,初级,ACCA商业会计师证,2019-07-24,暂无数据
1377,201721070191,男,汉族,财政税务学院,财政学,财政1703,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-30,暂无数据
1378,201721120162,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-02-25,暂无数据
1379,1602040232,女,汉族,经济学院,国际商务,国商1602,职业证书类,初级,证券从业人员资格考试,2019-07-09,暂无数据
1380,201721250291,女,回族,中韩新媒体学院,电影学（影像）,影像1703,外语水平类,初级,全国大学英语四级考试,2018-12-29,暂无数据
1381,201721060087,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,职业证书类,初级,ACCA商业会计师证,2019-07-15,暂无数据
1382,201721120046,男,汉族,新闻与文化传播学院,新闻学,新闻1701,外语水平类,初级,全国大学英语四级考试,2018-12-01,暂无数据
1383,201721060445,女,汉族,工商管理学院,电子商务（管理）,商务1701,职业证书类,初级,证券从业人员资格考试,2019-06-01,暂无数据
1384,201721100245,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,外语水平类,初级,全国大学英语四级考试,2019-05-24,暂无数据
1385,201721020273,女,汉族,经济学院,经济学,经济1701,外语水平类,初级,全国大学英语四级考试,2018-12-05,暂无数据
1386,1604000104,女,汉族,法学院,法学,法1601,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1387,201821060591,女,汉族,工商管理学院,工商管理类,工商1805,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
1388,1603050140,男,汉族,金融学院,保险学,保险1601,职业证书类,初级,证券从业人员资格考试,2018-09-02,暂无数据
1389,1608020129,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,职业证书类,中级,普通话水平测试等级,2019-05-29,暂无数据
1390,201721020102,女,汉族,经济学院,国际商务,国商1701,外语水平类,初级,全国大学英语四级考试,2019-05-20,暂无数据
1391,1609010108,女,汉族,统计与数学学院,信息与计算科学,信科1601,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-23,暂无数据
1392,1605060227,女,汉族,法学院,法学,民商1602,外语水平类,中级,日语能力等级考试,2019-01-20,暂无数据
1393,1632010147,女,汉族,文澜学院,经济管理试验班,经管1601,计算机水平类,中级,全国计算机等级考试(1-4),2018-12-19,暂无数据
1394,201721110092,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-28,暂无数据
1395,201721120205,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1701,职业证书类,中级,普通话水平测试等级,2019-05-23,暂无数据
1396,201721100126,女,汉族,法学院,法学,外法1701,职业证书类,中级,普通话水平测试等级,2018-12-18,暂无数据
1397,201721020060,女,汉族,经济学院,国际商务,国商1702,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-28,暂无数据
1398,1602040137,女,汉族,经济学院,国际商务,国商1601,外语水平类,高级,雅思英语水平考试(IELTS),2019-09-06,暂无数据
1399,1608020101,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,职业证书类,中级,普通话水平测试等级,2018-11-23,暂无数据
1400,201721060606,女,汉族,工商管理学院,旅游管理,旅游1701,职业证书类,中级,普通话水平测试等级,2019-03-05,暂无数据
1401,1606030130,女,汉族,工商管理学院,管理科学,管科1601,外语水平类,中级,全国大学英语六级考试,2018-12-01,暂无数据
1402,201721060042,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-09,暂无数据
1403,201721060501,女,汉族,工商管理学院,农林经济管理,农经1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-11-08,暂无数据
1404,201721050056,女,汉族,刑事司法学院,法学（司）,司法1701,外语水平类,初级,英语专业四级考试(TEM-4),2018-12-01,暂无数据
1405,201721040528,女,汉族,法学院,法学,外法1702,外语水平类,高级,全国大学英语六级考试,2019-08-20,暂无数据
1406,201821140079,女,汉族,哲学院,哲学,哲学1801,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-31,暂无数据
1407,201721030212,男,汉族,金融学院,投资学,投资1701,外语水平类,初级,全国大学英语六级考试,2019-08-12,暂无数据
1408,1611080307,男,汉族,外国语学院,商务英语,商英1603,职业证书类,初级,证券从业人员资格考试,2018-11-06,暂无数据
1409,201721110080,女,汉族,外国语学院,英语,英语1704,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-05,暂无数据
1410,1605020104,女,汉族,刑事司法学院,治安学,治安1601,职业证书类,高级,普通话水平测试等级,2018-12-10,暂无数据
1411,201721250014,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
1412,201721020226,男,汉族,经济学院,经济学,经济1701,外语水平类,中级,全国大学英语六级考试,2019-09-01,暂无数据
1413,201721030392,女,汉族,金融学院,保险学（精算）,保精1701,职业证书类,中级,英国精算师考试,2019-07-01,暂无数据
1414,1604000220,女,汉族,法学院,法学,法1602,外语水平类,中级,全国大学英语六级考试,2018-12-15,暂无数据
1415,201721130204,男,汉族,信息与安全工程学院,安全工程,安全1701,外语水平类,中级,全国大学英语六级考试,2019-04-27,暂无数据
1416,201721050034,男,汉族,刑事司法学院,治安学,治安1701,职业证书类,中级,普通话水平测试等级,2018-12-06,暂无数据
1417,201721040701,男,汉族,法学院,法学,法1710,外语水平类,初级,英语专业四级考试(TEM-4),2018-12-08,暂无数据
1418,1613030122,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,职业证书类,中级,普通话水平测试等级,2018-12-08,暂无数据
1419,201721080291,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,外语水平类,初级,全国大学英语四级考试,2019-01-05,暂无数据
1420,201721040326,男,汉族,法学院,法学,法1702,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1421,1609120112,男,汉族,统计与数学学院,金融数学,金数1601,职业证书类,初级,证券从业人员资格考试,2018-09-01,暂无数据
1422,201821040401,女,汉族,法学院,法学类,法1813,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-30,暂无数据
1423,201721080304,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,外语水平类,初级,全国大学英语四级考试,2019-04-20,暂无数据
1424,201721030325,女,彝族,金融学院,投资学,投资1702,外语水平类,初级,全国大学英语四级考试,2018-12-29,暂无数据
1425,201721030300,女,汉族,金融学院,金融工程,金工1701,职业证书类,初级,证券从业人员资格考试,2019-07-07,暂无数据
1426,1603080129,女,汉族,金融学院,金融学（CFA）,CFA1601,职业证书类,初级,金融风险管理师(FRM),2019-01-03,暂无数据
1427,1604000849,男,汉族,法学院,法学,法1608,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
1428,1603140121,女,土家族,金融学院,工程造价,造价1601,计算机水平类,初级,全国计算机等级考试(1-4),2018-09-26,暂无数据
1429,201510010102,男,汉族,金融学院,金融学,金融1701,职业证书类,初级,证券从业人员资格考试,2019-06-19,暂无数据
1430,1609110126,女,汉族,统计与数学学院,应用统计学,应统1601,职业证书类,高级,普通话水平测试等级,2018-11-22,暂无数据
1431,201721040023,女,汉族,法学院,法学,法1706,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-20,暂无数据
1432,201721060355,女,汉族,工商管理学院,国际经济与贸易,国贸1702,计算机水平类,中级,全国计算机等级考试(1-4),2019-04-08,暂无数据
1433,201721080056,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-30,暂无数据
1434,201721030439,女,汉族,金融学院,房地产开发与管理,房产1701,外语水平类,初级,全国大学英语四级考试,2018-08-17,暂无数据
1435,1604000122,女,汉族,法学院,法学,法1601,外语水平类,中级,全国大学英语六级考试,2018-12-08,暂无数据
1436,201721020025,女,汉族,经济学院,国际商务,国商1701,外语水平类,高级,剑桥商务英语(BEC),2019-07-17,暂无数据
1437,1606030114,女,汉族,工商管理学院,管理科学,管科1601,外语水平类,中级,全国大学英语六级考试,2019-08-24,暂无数据
1438,201721040285,女,汉族,法学院,法学,民商1702,外语水平类,中级,全国大学英语六级考试,2019-08-26,暂无数据
1439,1623020109,男,汉族,中韩新媒体学院,电影学（影像）,影像1601,外语水平类,初级,全国大学英语四级考试,2019-08-25,暂无数据
1440,201721070106,女,汉族,财政税务学院,税收学,税务1701,外语水平类,初级,全国大学英语四级考试,2019-05-06,暂无数据
1441,1606070130,女,汉族,工商管理学院,市场营销,市营1602,职业证书类,中级,普通话水平测试等级,2019-08-15,暂无数据
1442,1604060147,女,瑶族,法学院,法学,民商1601,外语水平类,中级,全国大学英语六级考试,2018-12-01,暂无数据
1443,201721060526,女,汉族,工商管理学院,农林经济管理,农经1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
1444,201721130136,女,汉族,金融学院,金融工程,金工1701,外语水平类,中级,全国大学英语六级考试,2019-08-26,暂无数据
1445,1606090154,女,汉族,工商管理学院,电子商务（管理）,商务1601,职业证书类,高级,教师资格考试,2019-05-31,暂无数据
1446,201721040434,女,汉族,法学院,法学,法1709,外语水平类,初级,全国大学英语四级考试,2019-03-01,暂无数据
1447,201721120114,女,汉族,新闻与文化传播学院,新闻学,新闻1701,外语水平类,中级,全国大学英语六级考试,2019-06-15,暂无数据
1448,201721030259,男,汉族,金融学院,金融学,金融1702,外语水平类,初级,全国大学英语四级考试,2018-12-09,暂无数据
1449,201721040515,女,汉族,法学院,法学（中美）,国法1701,职业证书类,中级,普通话水平测试等级,2018-12-13,暂无数据
1450,201721080217,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,外语水平类,初级,全国大学英语四级考试,2019-02-06,暂无数据
1451,201721030076,女,汉族,金融学院,金融学,金融1702,外语水平类,初级,全国大学英语四级考试,2019-06-07,暂无数据
1452,201721140003,女,汉族,哲学院,国际政治,国政1701,外语水平类,初级,全国大学英语四级考试,2019-02-26,暂无数据
1453,201721060479,男,汉族,工商管理学院,工商管理（国际班）,工商国际1701,外语水平类,初级,全国大学英语四级考试,2018-11-29,暂无数据
1454,201721040164,女,汉族,法学院,法学,民商1702,职业证书类,中级,普通话水平测试等级,2019-06-07,暂无数据
1455,201721040187,女,汉族,法学院,法学,法制1702,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1456,1603050131,男,汉族,金融学院,金融学（CFA）,CFA1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-07-16,暂无数据
1457,201721030072,女,汉族,金融学院,保险学（精算）,保精1701,外语水平类,中级,雅思英语水平考试(IELTS),2019-04-17,暂无数据
1458,201721120152,女,汉族,新闻与文化传播学院,数字媒体艺术,媒体1702,职业证书类,高级,普通话水平测试等级,2018-12-06,暂无数据
1459,201721120062,女,汉族,新闻与文化传播学院,新闻学,新闻1701,外语水平类,初级,英语专业四级考试(TEM-4),2018-02-26,暂无数据
1460,1603090140,女,汉族,金融学院,金融工程,金工1601,外语水平类,中级,全国大学英语六级考试,2019-03-31,暂无数据
1461,201721250043,女,汉族,中韩新媒体学院,电影学（影像）,影像1704,外语水平类,初级,全国大学英语四级考试,2019-01-31,暂无数据
1462,1604080211,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1601,外语水平类,中级,全国大学英语六级考试,2018-12-15,暂无数据
1463,201721040004,女,汉族,金融学院,金融学（中美）,国金1701,外语水平类,中级,托福英语水平考试(TOEFL),2019-03-31,暂无数据
1464,1608020302,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,外语水平类,初级,全国大学英语四级考试,2017-12-08,暂无数据
1465,201721070162,女,汉族,财政税务学院,财政学,财政1702,职业证书类,中级,普通话水平测试等级,2018-12-07,暂无数据
1466,1607010301,女,汉族,财政税务学院,财政学,财政1603,外语水平类,中级,全国大学英语六级考试,2018-12-31,暂无数据
1467,201721030428,女,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1701,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1468,201721030091,女,汉族,金融学院,工程造价,造价1701,外语水平类,初级,全国大学英语四级考试,2019-09-05,暂无数据
1469,1604060247,男,汉族,法学院,法学,民商1602,外语水平类,中级,全国大学英语六级考试,2019-02-08,暂无数据
1470,201721080276,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-15,暂无数据
1471,1611000318,女,汉族,外国语学院,英语,英语1603,外语水平类,高级,雅思英语水平考试(IELTS),2019-08-24,暂无数据
1472,201721080036,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,外语水平类,初级,全国大学英语四级考试,2019-03-05,暂无数据
1473,201821040204,女,汉族,法学院,法学类,法1808,计算机水平类,中级,全国计算机等级考试(1-4),2019-09-03,暂无数据
1474,201721080029,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,职业证书类,初级,证券从业人员资格考试,2019-09-03,暂无数据
1475,201721080195,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,职业证书类,初级,证券从业人员资格考试,2019-07-09,暂无数据
1476,201721100199,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-16,暂无数据
1477,201721100189,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,外语水平类,初级,英语专业四级考试(TEM-4),2019-02-20,暂无数据
1478,201721040492,男,汉族,法学院,法学,法1707,外语水平类,中级,全国大学英语六级考试,2019-09-08,暂无数据
1479,201721030376,女,汉族,金融学院,金融学,金融1702,外语水平类,中级,全国大学英语六级考试,2019-08-28,暂无数据
1480,1602040144,女,汉族,经济学院,国际商务,国商1601,外语水平类,中级,全国大学英语六级考试,2018-12-08,暂无数据
1481,201721040623,女,汉族,刑事司法学院,法学（司）,司法1702,外语水平类,中级,全国大学英语六级考试,2019-08-21,暂无数据
1482,201721080067,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,职业证书类,初级,初级会计专业技术资格考试,2019-05-30,暂无数据
1483,1603080144,女,壮族,金融学院,投资学,投资1601,外语水平类,高级,韩国语能力考试(TOPIK),2018-10-21,暂无数据
1484,1607030303,女,汉族,财政税务学院,税收学,税务1603,职业证书类,中级,普通话水平测试等级,2019-05-20,暂无数据
1485,1606060145,女,汉族,工商管理学院,人力资源管理,人力1601,外语水平类,中级,全国大学英语六级考试,2019-08-20,暂无数据
1486,201721030214,男,汉族,金融学院,投资学,投资1702,职业证书类,初级,期货从业人员资格考试,2019-03-23,暂无数据
1487,201721060192,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,外语水平类,高级,托福英语水平考试(TOEFL),2018-11-11,暂无数据
1488,201721110097,女,汉族,外国语学院,商务英语,商英1704,外语水平类,中级,全国大学英语六级考试,2018-12-07,暂无数据
1489,1610030147,女,傣族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,外语水平类,中级,全国大学英语六级考试,2018-12-01,暂无数据
1490,201721060376,男,汉族,工商管理学院,人力资源管理,人力1701,计算机水平类,中级,全国计算机等级考试(1-4),2018-09-30,暂无数据
1491,1607010109,女,汉族,财政税务学院,财政学,财政1601,外语水平类,中级,全国大学英语六级考试,2019-05-20,暂无数据
1492,1602040157,女,汉族,经济学院,国际商务,国商1601,外语水平类,中级,剑桥商务英语(BEC),2018-11-06,暂无数据
1493,201721060171,女,汉族,工商管理学院,贸易经济,贸经1701,外语水平类,中级,托福英语水平考试(TOEFL),2019-09-05,暂无数据
1494,201821040634,女,汉族,法学院,法学类,法1811,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-31,暂无数据
1495,201721140173,男,汉族,哲学院,社会学,社会1701,外语水平类,初级,全国大学英语四级考试,2018-12-01,暂无数据
1496,201721320004,女,汉族,文澜学院,经济管理试验班,经管1701,职业证书类,中级,普通话水平测试等级,2019-07-17,暂无数据
1497,1606040204,女,汉族,工商管理学院,工商管理,工商1602,职业证书类,初级,证券从业人员资格考试,2018-12-04,暂无数据
1498,201721080027,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-21,暂无数据
1499,201821040758,男,汉族,法学院,法学类,法1813,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-15,暂无数据
1500,1609120128,女,汉族,统计与数学学院,金融数学,金数1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-04-10,暂无数据
1501,201721100165,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-27,暂无数据
1502,201721040300,女,汉族,法学院,法学,法1709,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
1503,201721070152,女,汉族,财政税务学院,财政学,财政1702,职业证书类,初级,证券从业人员资格考试,2019-08-31,暂无数据
1504,201721080196,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,外语水平类,中级,全国大学英语六级考试,2019-06-15,暂无数据
1505,201721030035,女,汉族,金融学院,投资学,投资1701,计算机水平类,初级,全国计算机等级考试(1-4),2019-03-08,暂无数据
1506,201821030074,女,汉族,金融学院,金融学类,金融1807,计算机水平类,高级,全国计算机等级考试(1-4),2019-05-31,暂无数据
1507,201721040446,女,汉族,法学院,法学,法1707,外语水平类,初级,全国大学英语四级考试,2019-04-08,暂无数据
1508,1604000843,女,汉族,法学院,法学,法1608,外语水平类,高级,实用日本语鉴定考试J-TEST,2019-07-14,暂无数据
1509,1610010130,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,外语水平类,中级,全国大学英语六级考试,2018-12-08,暂无数据
1510,1612040120,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,外语水平类,中级,全国大学英语六级考试,2019-02-26,暂无数据
1511,201821040530,女,汉族,法学院,法学类,法1813,计算机水平类,中级,全国计算机等级考试(1-4),2019-05-17,暂无数据
1512,201721040244,女,汉族,法学院,法学,法1710,外语水平类,初级,全国大学英语四级考试,2019-03-05,暂无数据
1513,1608030105,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1601,职业证书类,初级,初级会计专业技术资格考试,2019-05-31,暂无数据
1514,1606050140,女,汉族,工商管理学院,市场营销,市营1601,外语水平类,中级,全国大学英语六级考试,2019-08-22,暂无数据
1515,201721030064,女,汉族,金融学院,保险学,保险1701,职业证书类,初级,证券从业人员资格考试,2019-03-02,暂无数据
1516,201721040324,女,汉族,法学院,法学,民商1701,职业证书类,中级,普通话水平测试等级,2019-05-20,暂无数据
1517,201721040598,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,外语水平类,初级,全国大学英语四级考试,2019-03-27,暂无数据
1518,1607010141,女,汉族,财政税务学院,财政学,财政1601,外语水平类,中级,全国大学英语六级考试,2018-12-26,暂无数据
1519,201821060237,女,汉族,工商管理学院,经济与贸易类,经贸1803,计算机水平类,中级,全国计算机等级考试(1-4),2019-04-08,暂无数据
1520,201721020216,女,汉族,经济学院,经济学,经济1704,外语水平类,中级,全国大学英语六级考试,2019-03-25,暂无数据
1521,201721060458,女,汉族,工商管理学院,工商管理,工商1702,外语水平类,初级,全国大学英语四级考试,2019-09-04,暂无数据
1522,1604000506,女,汉族,法学院,法学,法1605,外语水平类,中级,雅思英语水平考试(IELTS),2019-08-23,暂无数据
1523,201721040132,女,汉族,法学院,法学,外法1701,职业证书类,初级,证券从业人员资格考试,2019-04-27,暂无数据
1524,201721030105,女,汉族,金融学院,工程管理,工程1701,外语水平类,初级,全国大学英语四级考试,2019-04-07,暂无数据
1525,201721060271,女,汉族,工商管理学院,市场营销,市营1702,外语水平类,中级,全国大学英语六级考试,2019-08-15,暂无数据
1526,201721020201,女,汉族,经济学院,国际商务,国商1701,计算机水平类,中级,全国计算机等级考试(1-4),2019-09-01,暂无数据
1527,1613010106,女,汉族,信息与安全工程学院,安全工程,安全1601,外语水平类,中级,全国大学英语六级考试,2018-11-08,暂无数据
1528,201721060227,女,汉族,工商管理学院,电子商务（管理）,商务1701,外语水平类,初级,全国大学英语四级考试,2019-03-07,暂无数据
1529,1611080332,女,汉族,新闻与文化传播学院,汉语言文学,中文1601,职业证书类,高级,教师资格考试,2019-06-15,暂无数据
1530,1623010428,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1604,外语水平类,中级,雅思英语水平考试(IELTS),2018-12-20,暂无数据
1531,201721040542,女,汉族,法学院,法学,法1704,外语水平类,初级,全国大学英语四级考试,2018-12-08,暂无数据
1532,201721030072,女,汉族,金融学院,保险学（精算）,保精1701,职业证书类,中级,英国精算师考试,2019-01-12,暂无数据
1533,201721030005,男,汉族,金融学院,金融学,金融1701,外语水平类,初级,全国大学英语四级考试,2018-12-22,暂无数据
1534,1604000207,女,汉族,法学院,法学（中美）,国法1601,外语水平类,中级,雅思英语水平考试(IELTS),2019-05-18,暂无数据
1535,1611080220,女,汉族,外国语学院,商务英语,商英1602,外语水平类,初级,全国翻译专业资格（水平）考试英语笔译/口译(CATTI),2019-08-15,暂无数据
1536,1610020103,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-31,暂无数据
1537,201821070065,男,汉族,财政税务学院,财政学类,财政1805,计算机水平类,中级,全国计算机等级考试(1-4),2019-03-30,暂无数据
1538,201721030070,男,汉族,金融学院,金融学,金融1701,外语水平类,初级,全国大学英语四级考试,2018-12-09,暂无数据
1539,1610010123,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,外语水平类,中级,全国大学英语六级考试,2019-08-31,暂无数据
1540,201721060402,男,汉族,工商管理学院,工商管理,工商1702,外语水平类,初级,全国大学英语四级考试,2019-04-04,暂无数据
1541,201721040435,女,汉族,法学院,法学,法1704,外语水平类,初级,全国大学英语四级考试,2019-05-03,暂无数据
1542,201721120206,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,外语水平类,中级,全国大学英语六级考试,2019-06-21,暂无数据
1543,201721060117,男,汉族,工商管理学院,贸易经济,贸经1701,外语水平类,中级,全国大学英语六级考试,2019-08-08,暂无数据
